,parameter,count,doi
123, model coupling,1,'10.1002/ente.202000668'
124,energy burden,1,'10.3390/ijerph18020620'
125, social capital,1,'10.3390/ijerph18020620'
126, environmental quality,1,'10.3390/ijerph18020620'
127, public health,1,'10.3390/ijerph18020620'
128, social determinants of health,1,'10.3390/ijerph18020620'
129,energy transitions ,1,'10.1016/j.enpol.2021.112158'
130,just transitions,1,'10.1016/j.enpol.2021.112158'
131, electricity generation,1,'10.1016/j.enpol.2021.112158'
132, india,1,'10.1016/j.enpol.2021.112158'
133, green jobs,1,'10.1016/j.enpol.2021.112158'
134,decentralised energy systems,1,'10.1016/j.erss.2020.101451'
135, capability approach,1,'10.1016/j.erss.2020.101451'
136, exploratory modelling,1,'10.1016/j.erss.2020.101451'
137,agent-based modeling,1,'10.1109/GHTC46095.2019.9033126'
138, electrification,1,'10.1109/GHTC46095.2019.9033126'
139,community social deprivation analysis,1,'10.1007/s10098-022-02278-1'
140, life cycle assessment (lca),1,'10.1007/s10098-022-02278-1'
141, social life cycle assessment (slca),1,'10.1007/s10098-022-02278-1'
142, techno-economic analysis,1,'10.1007/s10098-022-02278-1'
143, waste-to-energy,1,'10.1007/s10098-022-02278-1'
144, water-energy nexus,1,'10.1007/s10098-022-02278-1'
145,energy policy,1,'10.1177/1420326X17713071'
146, pverty index,1,'10.1177/1420326X17713071'
147, adaptive comfort,1,'10.1177/1420326X17713071'
148, composite indicator,1,'10.3390/su12155904'
149, goal programming,1,'10.3390/su12155904'
150, spanish provinces,1,'10.3390/su12155904'
151,clean heating,1,'10.1016/j.enpol.2021.112205'
152, cost-benefit analysis,1,'10.1016/j.enpol.2021.112205'
153, heating poverty,1,'10.1016/j.enpol.2021.112205'
154, air pollution,1,'10.1016/j.enpol.2021.112205'
155, health,1,'10.1016/j.enpol.2021.112205'
156,sustainable heating,1,'10.1016/j.enpol.2021.112265'
157, social acceptance,1,'10.1016/j.enpol.2021.112265'
158, value conflicts,1,'10.1016/j.enpol.2021.112265'
159, value change,1,'10.1016/j.enpol.2021.112265'
160, scenario discovery,1,'10.1016/j.enpol.2021.112265'
161, cumulative impact,1,'10.1080/13549839.2021.1916899'
162, social vulnerability,1,'10.1080/13549839.2021.1916899'
163, asset-based community development,1,'10.1080/13549839.2021.1916899'
