,parameter,count,doi
26, impacts on property prices,1,'10.1007/s10584-019-02521-7'
27, need to relocate at job-loss,1,'10.1007/s10584-019-02521-7'
28, burden on households due to industry discounts,1,'10.1007/s10584-019-02521-7'
29, distribution of environmental harms in the supply line,1,'10.1007/s10584-019-02521-7'
30, distribution of the end-of-life burden of technologies,1,'10.1007/s10584-019-02521-7'
31, mental health impacts of fuel poverty,1,'10.1007/s10584-019-02521-7'
32, distribution of economic burdens,1,'10.1007/s10584-019-02521-7'
33, stranded assets,1,'10.1007/s10584-019-02521-7'
34, sharing of revenue,1,'10.1007/s10584-019-02521-7'
35, distribution of subsidies,1,'10.1007/s10584-019-02521-7'
36, health impacts,1,'10.1007/s10584-019-02521-7'
37, disadvantaged communities with 5% of highest pollution/exposure or 25% highest ces score (sensitivity plus exposure) precentage of census tracts with certain ces score (sensitivity plus exposure),1,'10.1016/j.enpol.2019.110935'
38,correlation coefficients,1,'10.1016/j.ref.2022.02.002'
39,ground water and drinking water pollution,1,'10.1016/j.landusepol.2017.10.021'
40, wastes and wastewater from fracking,1,'10.1016/j.landusepol.2017.10.021'
41, co4 leakage from fracking,1,'10.1016/j.landusepol.2017.10.021'
42, concentration of methane in drinking water wells,1,'10.1016/j.landusepol.2017.10.021'
43, occurrences of upper respiratory and dermatologic problems,1,'10.1016/j.landusepol.2017.10.021'
44, frequency of seismicitiy in fracking areas,1,'10.1016/j.landusepol.2017.10.021'
45, land cover,1,'10.1016/j.landusepol.2017.10.021'
46, public health effects,1,'10.1016/j.landusepol.2017.10.021'
47, landscape degradation,1,'10.1016/j.landusepol.2017.10.021'
48, environmental pollution,1,'10.1016/j.landusepol.2017.10.021'
49, groundwater consuption,1,'10.1016/j.landusepol.2017.10.021'
50, air pollution,1,'10.1016/j.landusepol.2017.10.021'
51, soil pollution,1,'10.1016/j.landusepol.2017.10.021'
52, revenue distribution,1,'10.1016/j.landusepol.2017.10.021'
53, royalty distribution,1,'10.1016/j.landusepol.2017.10.021'
54,  community security,1,'10.1016/j.landusepol.2017.10.021'
55, local education,1,'10.1016/j.landusepol.2017.10.021'
56, land use,1,'10.1016/j.landusepol.2017.10.021'
57, distances from fracking sites to communities,1,'10.1016/j.landusepol.2017.10.021'
58, employment,1,'10.1016/j.landusepol.2017.10.021'
59,landscape change,1,'10.1016/j.polgeo.2021.102544'
60, loss ob biodiversity,1,'10.1016/j.polgeo.2021.102544'
61, noise impact,1,'10.1016/j.polgeo.2021.102544'
62, fine particle concentration,1,'10.1016/j.polgeo.2021.102544'
63, surface and ground water use,1,'10.1016/j.polgeo.2021.102544'
64, waste generation,1,'10.1016/j.polgeo.2021.102544'
65, public health impacts,1,'10.1016/j.polgeo.2021.102544'
66, ecological footprint per capita,1,'10.1016/j.polgeo.2021.102544'
67, carbon emissions,1,'10.1016/j.polgeo.2021.102544'
68, carbon intensiveness of construction,1,'10.1016/j.polgeo.2021.102544'
69, conversion efficiency of appliances,1,'10.1016/j.polgeo.2021.102544'
70, ressource-invensiveness,1,'10.1016/j.polgeo.2021.102544'
71, land use intensiveness,1,'10.1016/j.polgeo.2021.102544'
72, soil hydrology impacts,1,'10.1016/j.polgeo.2021.102544'
73, loss of high-paid jobs,1,'10.1016/j.polgeo.2021.102544'
74, wage degreases,1,'10.1016/j.polgeo.2021.102544'
75, employment effects,1,'10.1016/j.polgeo.2021.102544'
76, migration effects on skilled labour,1,'10.1016/j.polgeo.2021.102544'
77, secondary effects on other industries (tourism/marine shipping/agriculture),1,'10.1016/j.polgeo.2021.102544'
78, socialized economic risks,1,'10.1016/j.polgeo.2021.102544'
79, shifted environmental burdens (eg. into other country),1,'10.1016/j.polgeo.2021.102544'
80, energy independence,1,'10.1016/j.polgeo.2021.102544'
81, security of supply,1,'10.1016/j.polgeo.2021.102544'
82,energy affordability,1,'10.1016/j.erss.2021.102075'
83, energy availability,1,'10.1016/j.erss.2021.102075'
84, dependencies between global south and global north (technological,1,'10.1016/j.erss.2021.102075'
85, monetary,1,'10.1016/j.erss.2021.102075'
86, resource,1,'10.1016/j.erss.2021.102075'
87, and institutional),1,'10.1016/j.erss.2021.102075'
88, community trust,1,'10.1016/j.erss.2021.102075'
89,cultural and socioeconomic consepuences (of elite power processes),1,'10.1016/j.gloenvcha.2019.101985'
90, who owns land,1,'10.1016/j.gloenvcha.2019.101985'
91, businesses,1,'10.1016/j.gloenvcha.2019.101985'
92, banks,1,'10.1016/j.gloenvcha.2019.101985'
93, who gets what jobs,1,'10.1016/j.gloenvcha.2019.101985'
94, market failure,1,'10.1016/j.gloenvcha.2019.101985'
95, improved health,1,'10.1016/j.gloenvcha.2019.101985'
96, conduits of capital,1,'10.1016/j.gloenvcha.2019.101985'
97, information monopoly (to exlucde marginalize opponents and,1,'10.1016/j.gloenvcha.2019.101985'
98, ultimately collapsemutliple ecosystems),1,'10.1016/j.gloenvcha.2019.101985'
99, financial flows,1,'10.1016/j.gloenvcha.2019.101985'
100,regional equity by population,1,'10.1016/j.apenergy.2019.113724'
101, environmental externalities,1,'10.1016/j.apenergy.2019.113724'
102, electricity generation per capita,1,'10.1016/j.apenergy.2019.113724'
103, electricity generation costs,1,'10.1016/j.apenergy.2019.113724'
104, electricity generation cost,1,'10.1016/j.apenergy.2019.113724'
105,land acquisation (around the project site): persons whose agricultural land has been acquired,1,'10.1016/j.apenergy.2021.118235'
106,exposure,1,'10.1016/j.ecolecon.2022.107456'
107, senstivitiy,1,'10.1016/j.ecolecon.2022.107456'
108,  energy vulnerability,1,'10.1016/j.ecolecon.2022.107456'
109,level of energy poverty,1,'10.1002/ente.202000668'
110, changes in consumption,1,'10.1002/ente.202000668'
111, changes in income level,1,'10.1002/ente.202000668'
112, tax incidence,1,'10.1002/ente.202000668'
113, energy welfare,1,'10.1002/ente.202000668'
114, well-being,1,'10.1002/ente.202000668'
115, cost distribution,1,'10.1002/ente.202000668'
116, price changes for goods,1,'10.1002/ente.202000668'
117, vulnerability,1,'10.1002/ente.202000668'
118, identification of vulnerable groups/regions,1,'10.1002/ente.202000668'
119, energy cost burden,1,'10.1002/ente.202000668'
120, investment needs,1,'10.1002/ente.202000668'
121, energy intensity,1,'10.1002/ente.202000668'
122, employment in carbon-intensive industries,1,'10.1002/ente.202000668'
123, per-household investment costs,1,'10.1002/ente.202000668'
124, economic powerty,1,'10.1002/ente.202000668'
125, social equity,1,'10.1002/ente.202000668'
126, income distribution,1,'10.1002/ente.202000668'
127, energy use,1,'10.1002/ente.202000668'
128, economic growth,1,'10.1002/ente.202000668'
129, emissions,1,'10.1002/ente.202000668'
130, cost for compensation,1,'10.1002/ente.202000668'
131, exposure to environmental risks/hazards ,1,'10.1002/ente.202000668'
132,regression coefficients,1,'10.3390/ijerph18020620'
133, spatial distribution of energy vulnerability,1,'10.3390/ijerph18020620'
134,distributional employment impacts: wages,1,'10.1016/j.enpol.2021.112158'
135, economic inequality,1,'10.1016/j.enpol.2021.112158'
136, spatial distribution,1,'10.1016/j.enpol.2021.112158'
137, job gains and losses,1,'10.1016/j.enpol.2021.112158'
138, land loss/acquisation,1,'10.1016/j.enpol.2021.112158'
139, lost of livelihoods without compensation in the process of setting up new solar power plants,1,'10.1016/j.enpol.2021.112158'
140,energy capabilities,1,'10.1016/j.erss.2020.101451'
141, life and bodily integrity,1,'10.1016/j.erss.2020.101451'
142, (senses,1,'10.1016/j.erss.2020.101451'
143, imagination,1,'10.1016/j.erss.2020.101451'
144, and thought),1,'10.1016/j.erss.2020.101451'
145, (practical reason,1,'10.1016/j.erss.2020.101451'
146, or the imagination of goodness),1,'10.1016/j.erss.2020.101451'
147, ecological connectivity. play,1,'10.1016/j.erss.2020.101451'
148, part a: separateness),1,'10.1016/j.erss.2020.101451'
149, part b: strong separateness),1,'10.1016/j.erss.2020.101451'
150, child labour,1,'10.1007/s10098-022-02278-1'
151, forced labour,1,'10.1007/s10098-022-02278-1'
152, excessive working time,1,'10.1007/s10098-022-02278-1'
153, wage assessment,1,'10.1007/s10098-022-02278-1'
154, poverty,1,'10.1007/s10098-022-02278-1'
155, migrant labour,1,'10.1007/s10098-022-02278-1'
156, freedom of association,1,'10.1007/s10098-022-02278-1'
157, unemployment,1,'10.1007/s10098-022-02278-1'
158, labour laws,1,'10.1007/s10098-022-02278-1'
159, injuries,1,'10.1007/s10098-022-02278-1'
160, toxics,1,'10.1007/s10098-022-02278-1'
161, hazards,1,'10.1007/s10098-022-02278-1'
162, indigenous rights,1,'10.1007/s10098-022-02278-1'
163, conflicts,1,'10.1007/s10098-022-02278-1'
164, legal systems,1,'10.1007/s10098-022-02278-1'
165, corruption,1,'10.1007/s10098-022-02278-1'
166, medical facilities,1,'10.1007/s10098-022-02278-1'
167, drinking water,1,'10.1007/s10098-022-02278-1'
168, sanitation,1,'10.1007/s10098-022-02278-1'
169, children education,1,'10.1007/s10098-022-02278-1'
170, degree of social deprivation,1,'10.1007/s10098-022-02278-1'
171, access to potable water,1,'10.1007/s10098-022-02278-1'
172, access to electricity,1,'10.1007/s10098-022-02278-1'
173, electricity price,1,'10.1007/s10098-022-02278-1'
174, direct permanent jobs,1,'10.1007/s10098-022-02278-1'
175, fuel poverty index,1,'10.1177/1420326X17713071'
176,household energy vulnerability index (hevi),1,'10.3390/su12155904'
177, employ formula,1,'10.1016/j.enpol.2021.112205'
178, health (regarding air pollution),1,'10.1016/j.enpol.2021.112205'
179, health economic benefits,1,'10.1016/j.enpol.2021.112205'
180, indoor temperature,1,'10.1016/j.enpol.2021.112205'
181,air pollutants,1,'10.1080/13549839.2021.1916899'
182, asthma hospitalisations,1,'10.1080/13549839.2021.1916899'
183, neighbourhood deficit score (nds),1,'10.1080/13549839.2021.1916899'
184, neighbourhood asset score (nas),1,'10.1080/13549839.2021.1916899'
185, environmental burden,1,'10.1080/13549839.2021.1916899'
186, percent poverty,1,'10.1080/13549839.2021.1916899'
187, level of a pollutant,1,'10.1080/13549839.2021.1916899'
188, social vulnerability index (svi),1,'10.1080/13549839.2021.1916899'
