,parameter,count,doi
38, dampness in dwelling,1,'10.1016/j.enpol.2021.112444'
39, darkness in dwelling,1,'10.1016/j.enpol.2021.112444'
40, ownership,1,'10.1016/j.enpol.2021.112444'
41, place of living (region),1,'10.1016/j.enpol.2021.112444'
42, double glazing,1,'10.1016/j.enpol.2021.112444'
43, single-parent,1,'10.1016/j.enpol.2021.112444'
44,costs of energy,1,'10.1016/j.erss.2018.05.026'
45, inclusion in planning processes,1,'10.1016/j.erss.2018.05.026'
46, profiteers,1,'10.1016/j.erss.2018.05.026'
47, potential energy shortages,1,'10.1016/j.erss.2018.05.026'
48, competitiveness,1,'10.1016/j.erss.2018.05.026'
49, benefit for future generations,1,'10.1016/j.erss.2018.05.026'
50, trust in utilities,1,'10.1016/j.erss.2018.05.026'
51, trust in research/ non-governmental/ nonprofit organizations energy independence,1,'10.1016/j.erss.2018.05.026'
52,employent numbers,1,'10.1016/j.rser.2020.110610'
53, working-age,1,'10.1016/j.rser.2020.110610'
54, employment factor ,1,'10.1016/j.rser.2020.110610'
55,power,1,'10.1016/j.erss.2018.08.005'
56, equity,1,'10.1016/j.erss.2018.08.005'
57, fairness,1,'10.1016/j.erss.2018.08.005'
58, justice,1,'10.1016/j.erss.2018.08.005'
59, privilege and (identify-based) oppression,1,'10.1016/j.erss.2018.08.005'
60, discrimination (intersectional view),1,'10.1016/j.erss.2018.08.005'
61, intersection of ethnicity,1,'10.1016/j.erss.2018.08.005'
62, language,1,'10.1016/j.erss.2018.08.005'
63, transportation and work flexibility,1,'10.1016/j.erss.2018.08.005'
64, documentation status,1,'10.1016/j.erss.2018.08.005'
65, direct or indirect dependence on a company,1,'10.1016/j.erss.2018.08.005'
66, industry etc.,1,'10.1016/j.erss.2018.08.005'
67, class,1,'10.1016/j.erss.2018.08.005'
68, sexuality,1,'10.1016/j.erss.2018.08.005'
69, ability,1,'10.1016/j.erss.2018.08.005'
70,"""developers’ non-recognition of the value of reciprocity among the local population translates into practices that make people feel disrespected and not recognized as equals",1,'10.1016/j.worlddev.2021.105725'
71," social discrimination""",1,'10.1016/j.worlddev.2021.105725'
72, pluriversal technologies: participatory design (co-designing,1,'10.1016/j.worlddev.2021.105725'
73, co-production,1,'10.1016/j.worlddev.2021.105725'
74, co-ownership),1,'10.1016/j.worlddev.2021.105725'
75, hostrical processes of accumuluation by dispossession and colonisalism,1,'10.1016/j.worlddev.2021.105725'
76, cultural domination,1,'10.1016/j.worlddev.2021.105725'
77, non-recogition of indigenous identities and disrespect for local customs lead to many conflicts and misunderstandings (incl. non-acceptance) around wind energy projects,1,'10.1016/j.worlddev.2021.105725'
78,energy efficiency of property,1,'10.1016/j.erss.2017.09.035'
79, needs,1,'10.1016/j.erss.2017.09.035'
80, the flexibility to meet these needs,1,'10.1016/j.erss.2017.09.035'
81, energy-related practices,1,'10.1016/j.erss.2017.09.035'
82, quality of dwelling fabric,1,'10.1016/j.erss.2017.09.035'
83, energy fuel costs,1,'10.1016/j.erss.2017.09.035'
84, energy supply issues,1,'10.1016/j.erss.2017.09.035'
85, stability of household income,1,'10.1016/j.erss.2017.09.035'
86, before housing costs (bhc),1,'10.1016/j.erss.2017.09.035'
87, after housing costs,1,'10.1016/j.erss.2017.09.035'
88, property size,1,'10.1016/j.erss.2017.09.035'
89, fuel mix,1,'10.1016/j.erss.2017.09.035'
90, national income threshold,1,'10.1016/j.erss.2017.09.035'
91, fuel cost threshold,1,'10.1016/j.erss.2017.09.035'
92,technical literacy,1,'10.1016/j.erss.2021.102455'
93, ability to affort appliances,1,'10.1016/j.erss.2021.102455'
94, employment status,1,'10.1016/j.erss.2021.102455'
95, ability to carry higher mental load (time availability),1,'10.1016/j.erss.2021.102455'
96, risk perception,1,'10.1016/j.erss.2021.102455'
97, trust in community,1,'10.1016/j.erss.2021.102455'
98, trust in governance,1,'10.1016/j.erss.2021.102455'
99, trust in private companies,1,'10.1016/j.erss.2021.102455'
100, social connectedness/network,1,'10.1016/j.erss.2021.102455'
101, price instability,1,'10.1016/j.erss.2021.102455'
102, digital vulnerability,1,'10.1016/j.erss.2021.102455'
103, health status,1,'10.1016/j.erss.2021.102455'
104, social housing,1,'10.1007/s10584-019-02521-7'
105, ability to shift demand,1,'10.1007/s10584-019-02521-7'
106, digital literacy,1,'10.1007/s10584-019-02521-7'
107, barriers to participate,1,'10.1007/s10584-019-02521-7'
108, long-term cost for taxpayers,1,'10.1007/s10584-019-02521-7'
109, risk of accidents,1,'10.1007/s10584-019-02521-7'
110, uneven access to subsidies and incentives,1,'10.1007/s10584-019-02521-7'
111, ownership rate based on income,1,'10.1007/s10584-019-02521-7'
112, increase in electricity bills,1,'10.1007/s10584-019-02521-7'
113, efficiency measures based on income,1,'10.1007/s10584-019-02521-7'
114, building efficiency/insulation,1,'10.1007/s10584-019-02521-7'
115, efficient appliances,1,'10.1007/s10584-019-02521-7'
116, retraining,1,'10.1007/s10584-019-02521-7'
117, retraining at higher ages,1,'10.1007/s10584-019-02521-7'
118, limited access to finance,1,'10.1007/s10584-019-02521-7'
119, ability to participate due to housing status,1,'10.1007/s10584-019-02521-7'
120, unsafe working conditions in the supply line,1,'10.1007/s10584-019-02521-7'
121, rate of disconnection,1,'10.1007/s10584-019-02521-7'
122, rate of service disruption,1,'10.1007/s10584-019-02521-7'
123, rising energy costs,1,'10.1007/s10584-019-02521-7'
124,  environmental burdens,1,'10.1007/s10584-019-02521-7'
125, energy access,1,'10.1007/s10584-019-02521-7'
126, limited ownership due to income,1,'10.1007/s10584-019-02521-7'
127, (inflexible) consumption patterns,1,'10.1007/s10584-019-02521-7'
128,median us energy burden,1,'10.1016/j.enpol.2019.110935'
129, median low-income household's energy burden,1,'10.1016/j.enpol.2019.110935'
130, bill savings,1,'10.1016/j.enpol.2019.110935'
131, pv rebates,1,'10.1016/j.enpol.2019.110935'
132, pv income tax credits,1,'10.1016/j.enpol.2019.110935'
133, solar resource potential,1,'10.1016/j.enpol.2019.110935'
134, pv costs,1,'10.1016/j.enpol.2019.110935'
135, electricity prices,1,'10.1016/j.enpol.2019.110935'
136, fuel poverty,1,'10.1016/j.enpol.2019.110935'
137, energy insecurity,1,'10.1016/j.enpol.2019.110935'
138, upfront costs,1,'10.1016/j.enpol.2019.110935'
139, lack of access to financial instruments,1,'10.1016/j.enpol.2019.110935'
140, lack of information,1,'10.1016/j.enpol.2019.110935'
141, language barriers,1,'10.1016/j.enpol.2019.110935'
142, behavioral barriers,1,'10.1016/j.enpol.2019.110935'
143, total number of pv installations,1,'10.1016/j.enpol.2019.110935'
144, total installed capacity,1,'10.1016/j.enpol.2019.110935'
145, educational attainment,1,'10.1016/j.enpol.2019.110935'
146, linguistic isolation,1,'10.1016/j.enpol.2019.110935'
147, asthma emergency room visits,1,'10.1016/j.enpol.2019.110935'
148, cardiovascular disease emergency room visits,1,'10.1016/j.enpol.2019.110935'
149, percent low birthweight births,1,'10.1016/j.enpol.2019.110935'
150, ozone concentrations,1,'10.1016/j.enpol.2019.110935'
151, pm2.5 concentrations,1,'10.1016/j.enpol.2019.110935'
152, diesel pm emissions,1,'10.1016/j.enpol.2019.110935'
153, drinking water contamination,1,'10.1016/j.enpol.2019.110935'
154, pesticide use,1,'10.1016/j.enpol.2019.110935'
155, toxic releases,1,'10.1016/j.enpol.2019.110935'
156, traffic density,1,'10.1016/j.enpol.2019.110935'
157, cleanup sites,1,'10.1016/j.enpol.2019.110935'
158, groundwater threats,1,'10.1016/j.enpol.2019.110935'
159, hazardous waste,1,'10.1016/j.enpol.2019.110935'
160, impaired water bodies,1,'10.1016/j.enpol.2019.110935'
161, solid waste sites,1,'10.1016/j.enpol.2019.110935'
162, median household income for each census tract,1,'10.1016/j.enpol.2019.110935'
163, solar irradiance,1,'10.1016/j.enpol.2019.110935'
164, median household income,1,'10.1016/j.enpol.2019.110935'
165, electricity rates,1,'10.1016/j.enpol.2019.110935'
166, percentage of disadvantaged communities per area,1,'10.1016/j.enpol.2019.110935'
167, pv installations over time,1,'10.1016/j.enpol.2019.110935'
168, access to information,1,'10.1016/j.enpol.2019.110935'
169, perception of risk,1,'10.1016/j.enpol.2019.110935'
170, neighborhood effects,1,'10.1016/j.enpol.2019.110935'
171, social diffusion peer effect,1,'10.1016/j.enpol.2019.110935'
172, ethnicity,1,'10.1016/j.enpol.2019.110935'
173, location of fossil fuelled plants,1,'10.1016/j.enpol.2019.110935'
174, housing costs,1,'10.1016/j.enpol.2019.110935'
175, geospatial granularity,1,'10.1016/j.enpol.2019.110935'
176,less than high school education,1,'10.1016/j.ref.2022.02.002'
177, low-income,1,'10.1016/j.ref.2022.02.002'
178, minority,1,'10.1016/j.ref.2022.02.002'
179, air toxics cancer risk,1,'10.1016/j.ref.2022.02.002'
180, air toxics respiratory hazard index,1,'10.1016/j.ref.2022.02.002'
181, diesel particulate matter (pm),1,'10.1016/j.ref.2022.02.002'
182, pm2.5 concentration,1,'10.1016/j.ref.2022.02.002'
183, lead paint indicator,1,'10.1016/j.ref.2022.02.002'
184, proximity to risk management plan facilities,1,'10.1016/j.ref.2022.02.002'
185, proximity to treatment/storage/disposal facilities,1,'10.1016/j.ref.2022.02.002'
186, proximity to national priorities list sites,1,'10.1016/j.ref.2022.02.002'
187, wastewater discharge indicator,1,'10.1016/j.ref.2022.02.002'
188,  employment in mining/quarrying/o&g extraction,1,'10.1016/j.ref.2022.02.002'
189, farming-dependent counties,1,'10.1016/j.ref.2022.02.002'
190, persistent-poverty counties,1,'10.1016/j.ref.2022.02.002'
191, rural-urban continuum code,1,'10.1016/j.ref.2022.02.002'
192, technical generation potential for pv and wind,1,'10.1016/j.ref.2022.02.002'
193, levelized cost of energy for pv/wind/geothermal/hydropower,1,'10.1016/j.ref.2022.02.002'
194, capital cost for geothermal/hydropower,1,'10.1016/j.ref.2022.02.002'
195, utility service area,1,'10.1016/j.ref.2022.02.002'
196, cost savings estimates for solar-plus-storage,1,'10.1016/j.ref.2022.02.002'
197, distances from fracking sites to communities,1,'10.1016/j.landusepol.2017.10.021'
198,ecological footprint per capita,1,'10.1016/j.polgeo.2021.102544'
199,availability of the means of energy production,1,'10.1016/j.erss.2021.102075'
200, availability of technologies,1,'10.1016/j.erss.2021.102075'
201, availability of professional expertise,1,'10.1016/j.erss.2021.102075'
202, availability of financial resources,1,'10.1016/j.erss.2021.102075'
203, cost of exploration,1,'10.1016/j.erss.2021.102075'
204, cost of extraction,1,'10.1016/j.erss.2021.102075'
205, power balance,1,'10.1016/j.erss.2021.102075'
206, decentralized energy systems,1,'10.1016/j.erss.2021.102075'
207,"equality framework"":"" need""",1,'10.1016/j.apenergy.2020.114749'
208,""" fitness""",1,'10.1016/j.apenergy.2020.114749'
209,""" desert""",1,'10.1016/j.apenergy.2020.114749'
210,""" status""",1,'10.1016/j.apenergy.2020.114749'
211,""" and position",1,'10.1016/j.apenergy.2020.114749'
212, recipients capabilities (fitness),1,'10.1016/j.apenergy.2020.114749'
213,north-south dependence and excercise of elite power (hegecomic narratives),1,'10.1016/j.gloenvcha.2019.101985'
214, experimentation of elites,1,'10.1016/j.gloenvcha.2019.101985'
215, financialistion (eg use of financia instruments,1,'10.1016/j.gloenvcha.2019.101985'
216, innovations,1,'10.1016/j.gloenvcha.2019.101985'
217, logics) used by elites,1,'10.1016/j.gloenvcha.2019.101985'
218, dispossesion done by (market) elites,1,'10.1016/j.gloenvcha.2019.101985'
219,gender,1,'10.1016/j.jclepro.2019.119626'
220, region,1,'10.1016/j.jclepro.2019.119626'
221, average wage,1,'10.1016/j.jclepro.2019.119626'
222,capacity requirements,1,'10.1016/j.apenergy.2019.113724'
223, exploitable solar pv potential,1,'10.1016/j.apenergy.2019.113724'
224, economic resources,1,'10.1016/j.apenergy.2019.113724'
225, economic growth,1,'10.1016/j.apenergy.2019.113724'
226, income inequality,1,'10.1016/j.apenergy.2019.113724'
227, greenhouse gas reductions,1,'10.1016/j.apenergy.2019.113724'
228, health impacts,1,'10.1016/j.apenergy.2019.113724'
229,  slack to least-cost solution,1,'10.1016/j.apenergy.2019.113724'
230,inequality aversion,1,'10.1007/s10584-017-2094-x'
231, time preference,1,'10.1007/s10584-017-2094-x'
232, catastrophic damages,1,'10.1007/s10584-017-2094-x'
233, intragenerational distribution of damages,1,'10.1007/s10584-017-2094-x'
234, intragenerational abatement costs,1,'10.1007/s10584-017-2094-x'
235,age,1,'10.1016/j.envsci.2021.04.004'
236, location of house (close to environmental disaster,1,'10.1016/j.envsci.2021.04.004'
237, rich/poor neighbourhoods),1,'10.1016/j.envsci.2021.04.004'
238, race/ethnicity,1,'10.1016/j.envsci.2021.04.004'
239," ""%"" non-white (percent of population in the municipality that is nonwhite)",1,'10.1016/j.envsci.2021.04.004'
240, income (median household income value),1,'10.1016/j.envsci.2021.04.004'
241, linguistic isolation (percent of population living in a household where all members age 14+ speak a non-english language and also speak english less than “very well”),1,'10.1016/j.envsci.2021.04.004'
242, education (percent of population age 25+ who did not receive a high school diploma or the equivalent),1,'10.1016/j.envsci.2021.04.004'
243, youth in poverty (percent of population under the age of 5 living below the federal poverty level),1,'10.1016/j.envsci.2021.04.004'
244, elderly in poverty (percent of population over the age of 64 living below the federal poverty level),1,'10.1016/j.envsci.2021.04.004'
245,number of registered domestic biogas digesters,1,'10.1186/s13705-017-0111-6'
246, distance to nearest district headquarters,1,'10.1186/s13705-017-0111-6'
247, share of population made up of women,1,'10.1186/s13705-017-0111-6'
248, number of women in biodigester committee,1,'10.1186/s13705-017-0111-6'
249, share of population categorised as marginalised,1,'10.1186/s13705-017-0111-6'
250, share of households with no household appliances,1,'10.1186/s13705-017-0111-6'
251, distribution of installation efforts (cost,1,'10.1186/s13705-017-0111-6'
252, time),1,'10.1186/s13705-017-0111-6'
253, distribution of maintenance work,1,'10.1186/s13705-017-0111-6'
254, distribution of operational work,1,'10.1186/s13705-017-0111-6'
255, perceived fairness regarding distribution of operational work,1,'10.1186/s13705-017-0111-6'
256, provided training,1,'10.1186/s13705-017-0111-6'
257,hydropower: experience of hydropower projects negative for local population groups,1,'10.1016/j.apenergy.2021.118235'
258, particularly the displaced,1,'10.1016/j.apenergy.2021.118235'
259, it ouroots residents,1,'10.1016/j.apenergy.2021.118235'
260, destroys livelihoods,1,'10.1016/j.apenergy.2021.118235'
261, and fails to provide adequate economic opportunities to the displaced,1,'10.1016/j.apenergy.2021.118235'
262, people los agricultural,1,'10.1016/j.apenergy.2021.118235'
263, forest,1,'10.1016/j.apenergy.2021.118235'
264, and fisihing resources,1,'10.1016/j.apenergy.2021.118235'
265, people are at risk o flooding as areas can be washed away when the dam is fully released,1,'10.1016/j.apenergy.2021.118235'
266, cultural losses to the displaced people who are also cut off from their social netwrks and a variety of capitals,1,'10.1016/j.apenergy.2021.118235'
267,heating cost,1,'10.1016/j.ecolecon.2022.107456'
268, saftey perfomance,1,'10.1016/j.ecolecon.2022.107456'
269, career field,1,'10.1016/j.ecolecon.2022.107456'
270, monthly family income,1,'10.1016/j.ecolecon.2022.107456'
271, energy subsidy satisfaction,1,'10.1016/j.ecolecon.2022.107456'
272, energy upgrade awareness,1,'10.1016/j.ecolecon.2022.107456'
273, number of rooms,1,'10.1016/j.ecolecon.2022.107456'
274, age of housing,1,'10.1016/j.ecolecon.2022.107456'
275, type of housing,1,'10.1016/j.ecolecon.2022.107456'
276, percentage of total expenditures spent on energy,1,'10.1016/j.ecolecon.2022.107456'
277, willingness to change behaviour,1,'10.1016/j.ecolecon.2022.107456'
278, active participation in energy reform,1,'10.1016/j.ecolecon.2022.107456'
279, perceived risks,1,'10.1016/j.ecolecon.2022.107456'
280, education level,1,'10.1016/j.ecolecon.2022.107456'
281,demand elasticity,1,'10.1002/ente.202000668'
282, budget constraints,1,'10.1002/ente.202000668'
283, credit constraints,1,'10.1002/ente.202000668'
284, disposable income,1,'10.1002/ente.202000668'
285, owned assets,1,'10.1002/ente.202000668'
286, accessibility to technologies,1,'10.1002/ente.202000668'
287, change in income,1,'10.1002/ente.202000668'
288, consumption,1,'10.1002/ente.202000668'
289, price changes,1,'10.1002/ente.202000668'
290, productivity,1,'10.1002/ente.202000668'
291, consumption preferences,1,'10.1002/ente.202000668'
292, skills,1,'10.1002/ente.202000668'
293, employment,1,'10.1002/ente.202000668'
294, savings,1,'10.1002/ente.202000668'
295, preference shares,1,'10.1002/ente.202000668'
296, substitution elasticity,1,'10.1002/ente.202000668'
297, wage rate,1,'10.1002/ente.202000668'
298, return rates,1,'10.1002/ente.202000668'
299, credit rationing according to income,1,'10.1002/ente.202000668'
300, building conditions,1,'10.1002/ente.202000668'
301, tenure,1,'10.1002/ente.202000668'
302, age of appliances,1,'10.1002/ente.202000668'
303, building envelope,1,'10.1002/ente.202000668'
304, household condition,1,'10.1002/ente.202000668'
305, dwelling ownership,1,'10.1002/ente.202000668'
306, employment in carbon-intensive industries,1,'10.1002/ente.202000668'
307, labor types (skilled/unskilled),1,'10.1002/ente.202000668'
308, capital endowments,1,'10.1002/ente.202000668'
309, consumption patterns,1,'10.1002/ente.202000668'
310, economic poverty,1,'10.1002/ente.202000668'
311, urban-rural statement,1,'10.1002/ente.202000668'
312, subsidies,1,'10.1002/ente.202000668'
313, air pollution,1,'10.1002/ente.202000668'
314, degree of urbanization,1,'10.1002/ente.202000668'
315, time spent indoors,1,'10.1002/ente.202000668'
316, average room sizes,1,'10.1002/ente.202000668'
317, location of residency,1,'10.1002/ente.202000668'
318, location of place of employment,1,'10.1002/ente.202000668'
319, birth rates,1,'10.1002/ente.202000668'
320, migration,1,'10.1002/ente.202000668'
321, work-loss days,1,'10.1002/ente.202000668'
322, social transfers,1,'10.1002/ente.202000668'
323, social benefits,1,'10.1002/ente.202000668'
324, hours worked,1,'10.1002/ente.202000668'
325, number of children under six,1,'10.1002/ente.202000668'
326,age-adjusted premature mortality,1,'10.3390/ijerph18020620'
327, self-reported health,1,'10.3390/ijerph18020620'
328, social capital,1,'10.3390/ijerph18020620'
329, environmental quality,1,'10.3390/ijerph18020620'
330, public health,1,'10.3390/ijerph18020620'
331, air pollution exposure,1,'10.3390/ijerph18020620'
332, pm2.5 or particulate matter,1,'10.3390/ijerph18020620'
333, risk of mortality from the effects of poor environmental quality,1,'10.3390/ijerph18020620'
334,  income inequality,1,'10.3390/ijerph18020620'
335, inadequate housing,1,'10.3390/ijerph18020620'
336, overcrowded housing,1,'10.3390/ijerph18020620'
337, housing without kitchen or plumbing,1,'10.3390/ijerph18020620'
338, number of associations per capita,1,'10.3390/ijerph18020620'
339, voter turnout,1,'10.3390/ijerph18020620'
340, non-profit organisations without international focus,1,'10.3390/ijerph18020620'
341, percent of non-hispanic back,1,'10.3390/ijerph18020620'
342, healthy food access,1,'10.3390/ijerph18020620'
343, access to physicians,1,'10.3390/ijerph18020620'
344, fuel expenditures,1,'10.3390/ijerph18020620'
345, area median income (ami),1,'10.3390/ijerph18020620'
346, distribution of burdens,1,'10.3390/ijerph18020620'
347,  percentage of low- to medium income households,1,'10.3390/ijerph18020620'
348,distributional employment impacts: skills and educational level,1,'10.1016/j.enpol.2021.112158'
349, assessment based on distribution by gender,1,'10.1016/j.enpol.2021.112158'
350, education & skill requirement,1,'10.1016/j.enpol.2021.112158'
351, spatial distribution of job gains and losses (inter-regional inequalities),1,'10.1016/j.enpol.2021.112158'
352, local economy and identity,1,'10.1016/j.enpol.2021.112158'
353, land loss/acquisation and compensation,1,'10.1016/j.enpol.2021.112158'
354, closing of thermal power plants and mining and deployment of res,1,'10.1016/j.enpol.2021.112158'
355,resources,1,'10.1016/j.erss.2020.101451'
356, household properties,1,'10.1016/j.erss.2020.101451'
357, spatial distribution of properties,1,'10.1016/j.erss.2020.101451'
358, distribution of resources among the population,1,'10.1016/j.erss.2020.101451'
359,energy justice criteria and indicators,1,'10.1109/GHTC46095.2019.9033126'
360, social acceptance,1,'10.1109/GHTC46095.2019.9033126'
361, local participation,1,'10.1109/GHTC46095.2019.9033126'
362, livelihood and cultural heritage protection,1,'10.1109/GHTC46095.2019.9033126'
363, job factor,1,'10.1109/GHTC46095.2019.9033126'
364, economic inflow factors,1,'10.1109/GHTC46095.2019.9033126'
365,labour rights,1,'10.1007/s10098-022-02278-1'
366, child labour,1,'10.1007/s10098-022-02278-1'
367, forced labour,1,'10.1007/s10098-022-02278-1'
368, excessive working time,1,'10.1007/s10098-022-02278-1'
369, wage assessment,1,'10.1007/s10098-022-02278-1'
370, migrant labour,1,'10.1007/s10098-022-02278-1'
371, freedom of association,1,'10.1007/s10098-022-02278-1'
372, labour laws,1,'10.1007/s10098-022-02278-1'
373, injuries,1,'10.1007/s10098-022-02278-1'
374, toxics,1,'10.1007/s10098-022-02278-1'
375, hazards,1,'10.1007/s10098-022-02278-1'
376, human rights,1,'10.1007/s10098-022-02278-1'
377, indigenous rights,1,'10.1007/s10098-022-02278-1'
378, conflicts,1,'10.1007/s10098-022-02278-1'
379, human health,1,'10.1007/s10098-022-02278-1'
380, governance,1,'10.1007/s10098-022-02278-1'
381, legal systems,1,'10.1007/s10098-022-02278-1'
382, corruption,1,'10.1007/s10098-022-02278-1'
383, community infrastructure,1,'10.1007/s10098-022-02278-1'
384, medical facilities,1,'10.1007/s10098-022-02278-1'
385, drinking water,1,'10.1007/s10098-022-02278-1'
386, sanitation,1,'10.1007/s10098-022-02278-1'
387, children education,1,'10.1007/s10098-022-02278-1'
388, degree of social deprivation,1,'10.1007/s10098-022-02278-1'
389, access to potable water,1,'10.1007/s10098-022-02278-1'
390, access to electricity,1,'10.1007/s10098-022-02278-1'
391, electricity price,1,'10.1007/s10098-022-02278-1'
392, affordability,1,'10.1007/s10098-022-02278-1'
393, job creation,1,'10.1007/s10098-022-02278-1'
394, direct permanent jobs,1,'10.1007/s10098-022-02278-1'
395,location and orientation of the building,1,'10.1177/1420326X17713071'
396, adaptive comfort,1,'10.1177/1420326X17713071'
397, calculated demand,1,'10.1177/1420326X17713071'
398,electricity tariff,1,'10.3390/su12155904'
399, natural gas tariff,1,'10.3390/su12155904'
400, access to renewable energies,1,'10.3390/su12155904'
401, new home,1,'10.3390/su12155904'
402, heating degree day,1,'10.3390/su12155904'
403, hours of sunshine,1,'10.3390/su12155904'
404, unemployed,1,'10.3390/su12155904'
405, under 16s and over 65s,1,'10.3390/su12155904'
406, per capita income,1,'10.3390/su12155904'
407,clean heating subsidies,1,'10.1016/j.enpol.2021.112205'
408, cost of residents,1,'10.1016/j.enpol.2021.112205'
409, total cost of heating operation,1,'10.1016/j.enpol.2021.112205'
410, heating costs,1,'10.1016/j.enpol.2021.112205'
411, equipment purchase,1,'10.1016/j.enpol.2021.112205'
412, relative risk of particulate matter (pm),1,'10.1016/j.enpol.2021.112205'
413,electricity and heat prices,1,'10.1016/j.enpol.2021.112265'
414,toxic waste sites,1,'10.1080/13549839.2021.1916899'
415, diesel particulate matter,1,'10.1080/13549839.2021.1916899'
416, ozone,1,'10.1080/13549839.2021.1916899'
417, particulate matter (pm2.5),1,'10.1080/13549839.2021.1916899'
418, asthma hospitalisations,1,'10.1080/13549839.2021.1916899'
419, high school education,1,'10.1080/13549839.2021.1916899'
420, households with no vehicle,1,'10.1080/13549839.2021.1916899'
421, basic energy needs,1,'10.1080/13549839.2021.1916899'
422, number of schools,1,'10.1080/13549839.2021.1916899'
423, number of hospitals,1,'10.1080/13549839.2021.1916899'
424, grocery stores,1,'10.1080/13549839.2021.1916899'
425, number of libraries,1,'10.1080/13549839.2021.1916899'
426, number of churches,1,'10.1080/13549839.2021.1916899'
427, community centres,1,'10.1080/13549839.2021.1916899'
428, parky,1,'10.1080/13549839.2021.1916899'
429, light rails transit stops,1,'10.1080/13549839.2021.1916899'
430, percent poverty,1,'10.1080/13549839.2021.1916899'
