,parameter,count,doi
26,distribution of the end-of-life burden of technologies,1,'10.1007/s10584-019-02521-7'
27,mental health impacts of fuel poverty,1,'10.1007/s10584-019-02521-7'
28,distribution of economic burdens,1,'10.1007/s10584-019-02521-7'
29,stranded assets,1,'10.1007/s10584-019-02521-7'
30,sharing of revenue,1,'10.1007/s10584-019-02521-7'
31,distribution of subsidies,1,'10.1007/s10584-019-02521-7'
32,health impacts,1,'10.1007/s10584-019-02521-7'
33,disadvantaged communities with 5% of highest pollution/exposure or 25% highest ces score (sensitivity plus exposure) precentage of census tracts with certain ces score (sensitivity plus exposure),1,'10.1016/j.enpol.2019.110935'
34,correlation coefficients,1,'10.1016/j.ref.2022.02.002'
35,ground water and drinking water pollution,1,'10.1016/j.landusepol.2017.10.021'
36,wastes and wastewater from fracking,1,'10.1016/j.landusepol.2017.10.021'
37,co4 leakage from fracking,1,'10.1016/j.landusepol.2017.10.021'
38,concentration of methane in drinking water wells,1,'10.1016/j.landusepol.2017.10.021'
39,occurrences of upper respiratory and dermatologic problems,1,'10.1016/j.landusepol.2017.10.021'
40,frequency of seismicitiy in fracking areas,1,'10.1016/j.landusepol.2017.10.021'
41,land cover,1,'10.1016/j.landusepol.2017.10.021'
42,public health effects,1,'10.1016/j.landusepol.2017.10.021'
43,landscape degradation,1,'10.1016/j.landusepol.2017.10.021'
44,environmental pollution,1,'10.1016/j.landusepol.2017.10.021'
45,groundwater consuption,1,'10.1016/j.landusepol.2017.10.021'
46,air pollution,1,'10.1016/j.landusepol.2017.10.021'
47,soil pollution,1,'10.1016/j.landusepol.2017.10.021'
48,revenue distribution,1,'10.1016/j.landusepol.2017.10.021'
49,royalty distribution,1,'10.1016/j.landusepol.2017.10.021'
50, community security,1,'10.1016/j.landusepol.2017.10.021'
51,local education,1,'10.1016/j.landusepol.2017.10.021'
52,land use,1,'10.1016/j.landusepol.2017.10.021'
53,distances from fracking sites to communities,1,'10.1016/j.landusepol.2017.10.021'
54,employment,1,'10.1016/j.landusepol.2017.10.021'
55,landscape change,1,'10.1016/j.polgeo.2021.102544'
56,loss ob biodiversity,1,'10.1016/j.polgeo.2021.102544'
57,noise impact,1,'10.1016/j.polgeo.2021.102544'
58,fine particle concentration,1,'10.1016/j.polgeo.2021.102544'
59,surface and ground water use,1,'10.1016/j.polgeo.2021.102544'
60,waste generation,1,'10.1016/j.polgeo.2021.102544'
61,public health impacts,1,'10.1016/j.polgeo.2021.102544'
62,ecological footprint per capita,1,'10.1016/j.polgeo.2021.102544'
63,carbon emissions,1,'10.1016/j.polgeo.2021.102544'
64,carbon intensiveness of construction,1,'10.1016/j.polgeo.2021.102544'
65,conversion efficiency of appliances,1,'10.1016/j.polgeo.2021.102544'
66,ressource-invensiveness,1,'10.1016/j.polgeo.2021.102544'
67,land use intensiveness,1,'10.1016/j.polgeo.2021.102544'
68,soil hydrology impacts,1,'10.1016/j.polgeo.2021.102544'
69,loss of high-paid jobs,1,'10.1016/j.polgeo.2021.102544'
70,wage degreases,1,'10.1016/j.polgeo.2021.102544'
71,employment effects,1,'10.1016/j.polgeo.2021.102544'
72,migration effects on skilled labour,1,'10.1016/j.polgeo.2021.102544'
73,secondary effects on other industries (tourism/marine shipping/agriculture),1,'10.1016/j.polgeo.2021.102544'
74,socialized economic risks,1,'10.1016/j.polgeo.2021.102544'
75,shifted environmental burdens (eg. into other country),1,'10.1016/j.polgeo.2021.102544'
76,energy independence,1,'10.1016/j.polgeo.2021.102544'
77,security of supply,1,'10.1016/j.polgeo.2021.102544'
78,energy availability,1,'10.1016/j.erss.2021.102075'
79,dependencies between global south and global north (technological,1,'10.1016/j.erss.2021.102075'
80,monetary,1,'10.1016/j.erss.2021.102075'
81,resource,1,'10.1016/j.erss.2021.102075'
82,and institutional),1,'10.1016/j.erss.2021.102075'
83,"community trust,",1,'10.1016/j.erss.2021.102075'
84,cultural and socioeconomic consepuences (of elite power processes),1,'10.1016/j.gloenvcha.2019.101985'
85,who owns land,1,'10.1016/j.gloenvcha.2019.101985'
86,businesses,1,'10.1016/j.gloenvcha.2019.101985'
87,banks,1,'10.1016/j.gloenvcha.2019.101985'
88,who gets what jobs,1,'10.1016/j.gloenvcha.2019.101985'
89,market failure,1,'10.1016/j.gloenvcha.2019.101985'
90,improved health,1,'10.1016/j.gloenvcha.2019.101985'
91,conduits of capital,1,'10.1016/j.gloenvcha.2019.101985'
92,information monopoly (to exlucde marginalize opponents and,1,'10.1016/j.gloenvcha.2019.101985'
93,ultimately collapsemutliple ecosystems),1,'10.1016/j.gloenvcha.2019.101985'
94,financial flows,1,'10.1016/j.gloenvcha.2019.101985'
95,regional equity by population,1,'10.1016/j.apenergy.2019.113724'
96,environmental externalities,1,'10.1016/j.apenergy.2019.113724'
97,electricity generation costs,1,'10.1016/j.apenergy.2019.113724'
98,electricity generation cost,1,'10.1016/j.apenergy.2019.113724'
99,land acquisation (around the project site): persons whose agricultural land has been acquired,1,'10.1016/j.apenergy.2021.118235'
100,exposure,1,'10.1016/j.ecolecon.2022.107456'
101,senstivitiy,1,'10.1016/j.ecolecon.2022.107456'
102, energy vulnerability,1,'10.1016/j.ecolecon.2022.107456'
103,level of energy poverty,1,'10.1002/ente.202000668'
104,changes in consumption,1,'10.1002/ente.202000668'
105,changes in income level,1,'10.1002/ente.202000668'
106,tax incidence,1,'10.1002/ente.202000668'
107,energy welfare,1,'10.1002/ente.202000668'
108,well-being,1,'10.1002/ente.202000668'
109,cost distribution,1,'10.1002/ente.202000668'
110,price changes for goods,1,'10.1002/ente.202000668'
111,vulnerability,1,'10.1002/ente.202000668'
112,identification of vulnerable groups/regions,1,'10.1002/ente.202000668'
113,energy cost burden,1,'10.1002/ente.202000668'
114,investment needs,1,'10.1002/ente.202000668'
115,energy intensity,1,'10.1002/ente.202000668'
116,employment in carbon-intensive industries,1,'10.1002/ente.202000668'
117,per-household investment costs,1,'10.1002/ente.202000668'
118,economic powerty,1,'10.1002/ente.202000668'
119,social equity,1,'10.1002/ente.202000668'
120,income distribution,1,'10.1002/ente.202000668'
121,energy use,1,'10.1002/ente.202000668'
122,economic growth,1,'10.1002/ente.202000668'
123,emissions,1,'10.1002/ente.202000668'
124,cost for compensation,1,'10.1002/ente.202000668'
125,exposure to environmental risks/hazards ,1,'10.1002/ente.202000668'
126,spatial distribution of energy vulnerability,1,'10.3390/ijerph18020620'
127,distributional employment impacts: wages,1,'10.1016/j.enpol.2021.112158'
128,economic inequality,1,'10.1016/j.enpol.2021.112158'
129,spatial distribution,1,'10.1016/j.enpol.2021.112158'
130,job gains and losses,1,'10.1016/j.enpol.2021.112158'
131,land loss/acquisation,1,'10.1016/j.enpol.2021.112158'
132,lost of livelihoods without compensation in the process of setting up new solar power plants,1,'10.1016/j.enpol.2021.112158'
133,energy capabilities,1,'10.1016/j.erss.2020.101451'
134,life and bodily integrity,1,'10.1016/j.erss.2020.101451'
135,(senses,1,'10.1016/j.erss.2020.101451'
136,imagination,1,'10.1016/j.erss.2020.101451'
137,and thought),1,'10.1016/j.erss.2020.101451'
138,(practical reason,1,'10.1016/j.erss.2020.101451'
139,or the imagination of goodness),1,'10.1016/j.erss.2020.101451'
140,ecological connectivity. play,1,'10.1016/j.erss.2020.101451'
141,part a: separateness),1,'10.1016/j.erss.2020.101451'
142,part b: strong separateness),1,'10.1016/j.erss.2020.101451'
143,child labour,1,'10.1007/s10098-022-02278-1'
144,forced labour,1,'10.1007/s10098-022-02278-1'
145,excessive working time,1,'10.1007/s10098-022-02278-1'
146,wage assessment,1,'10.1007/s10098-022-02278-1'
147,poverty,1,'10.1007/s10098-022-02278-1'
148,migrant labour,1,'10.1007/s10098-022-02278-1'
149,freedom of association,1,'10.1007/s10098-022-02278-1'
150,unemployment,1,'10.1007/s10098-022-02278-1'
151,labour laws,1,'10.1007/s10098-022-02278-1'
152,injuries,1,'10.1007/s10098-022-02278-1'
153,toxics,1,'10.1007/s10098-022-02278-1'
154,hazards,1,'10.1007/s10098-022-02278-1'
155,indigenous rights,1,'10.1007/s10098-022-02278-1'
156,conflicts,1,'10.1007/s10098-022-02278-1'
157,legal systems,1,'10.1007/s10098-022-02278-1'
158,corruption,1,'10.1007/s10098-022-02278-1'
159,medical facilities,1,'10.1007/s10098-022-02278-1'
160,drinking water,1,'10.1007/s10098-022-02278-1'
161,sanitation,1,'10.1007/s10098-022-02278-1'
162,children education,1,'10.1007/s10098-022-02278-1'
163,degree of social deprivation,1,'10.1007/s10098-022-02278-1'
164,access to potable water,1,'10.1007/s10098-022-02278-1'
165,access to electricity,1,'10.1007/s10098-022-02278-1'
166,electricity price,1,'10.1007/s10098-022-02278-1'
167,direct permanent jobs,1,'10.1007/s10098-022-02278-1'
168, fuel poverty index,1,'10.1177/1420326X17713071'
169,household energy vulnerability index (hevi),1,'10.3390/su12155904'
170,employ formula,1,'10.1016/j.enpol.2021.112205'
171,health (regarding air pollution),1,'10.1016/j.enpol.2021.112205'
172,health economic benefits,1,'10.1016/j.enpol.2021.112205'
173,indoor temperature,1,'10.1016/j.enpol.2021.112205'
174,air pollutants,1,'10.1080/13549839.2021.1916899'
175,asthma hospitalisations,1,'10.1080/13549839.2021.1916899'
176,neighbourhood deficit score (nds),1,'10.1080/13549839.2021.1916899'
177,environmental burden,1,'10.1080/13549839.2021.1916899'
178,percent poverty,1,'10.1080/13549839.2021.1916899'
179,level of a pollutant,1,'10.1080/13549839.2021.1916899'
180,social vulnerability index (svi),1,'10.1080/13549839.2021.1916899'
