,parameter,count,doi
57,migrant labour,1,'10.1007/s10098-022-02278-1'
58,freedom of association,1,'10.1007/s10098-022-02278-1'
59,labour laws,1,'10.1007/s10098-022-02278-1'
60,injuries,1,'10.1007/s10098-022-02278-1'
61,toxics,1,'10.1007/s10098-022-02278-1'
62,hazards,1,'10.1007/s10098-022-02278-1'
63,human rights,1,'10.1007/s10098-022-02278-1'
64,indigenous rights,1,'10.1007/s10098-022-02278-1'
65,conflicts,1,'10.1007/s10098-022-02278-1'
66,gender equality,1,'10.1007/s10098-022-02278-1'
67,human health,1,'10.1007/s10098-022-02278-1'
68,governance,1,'10.1007/s10098-022-02278-1'
69,legal systems,1,'10.1007/s10098-022-02278-1'
70,corruption,1,'10.1007/s10098-022-02278-1'
71,community infrastructure,1,'10.1007/s10098-022-02278-1'
72,medical facilities,1,'10.1007/s10098-022-02278-1'
73,drinking water,1,'10.1007/s10098-022-02278-1'
74,sanitation,1,'10.1007/s10098-022-02278-1'
75,children education,1,'10.1007/s10098-022-02278-1'
76,degree of social deprivation,1,'10.1007/s10098-022-02278-1'
77,access to potable water,1,'10.1007/s10098-022-02278-1'
78,access to electricity,1,'10.1007/s10098-022-02278-1'
79,electricity price,1,'10.1007/s10098-022-02278-1'
80,affordability,1,'10.1007/s10098-022-02278-1'
81,job creation,1,'10.1007/s10098-022-02278-1'
82,direct permanent jobs,1,'10.1007/s10098-022-02278-1'
83,number of registered domestic biogas digesters,1,'10.1186/s13705-017-0111-6'
84,distance to nearest district headquarters,1,'10.1186/s13705-017-0111-6'
85,share of population made up of women,1,'10.1186/s13705-017-0111-6'
86,share of population categorised as marginalised,1,'10.1186/s13705-017-0111-6'
87,share of households with no household appliances,1,'10.1186/s13705-017-0111-6'
88,total number of pv installations,1,'10.1016/j.enpol.2019.110935'
89,total installed capacity,1,'10.1016/j.enpol.2019.110935'
90,educational attainment,1,'10.1016/j.enpol.2019.110935'
91,linguistic isolation,1,'10.1016/j.enpol.2019.110935'
92,asthma emergency room visits,1,'10.1016/j.enpol.2019.110935'
93,cardiovascular disease emergency room visits,1,'10.1016/j.enpol.2019.110935'
94,percent low birthweight births,1,'10.1016/j.enpol.2019.110935'
95,ozone concentrations,1,'10.1016/j.enpol.2019.110935'
96,pm2.5 concentrations,1,'10.1016/j.enpol.2019.110935'
97,diesel pm emissions,1,'10.1016/j.enpol.2019.110935'
98,drinking water contamination,1,'10.1016/j.enpol.2019.110935'
99,pesticide use,1,'10.1016/j.enpol.2019.110935'
100,toxic releases,1,'10.1016/j.enpol.2019.110935'
101,traffic density,1,'10.1016/j.enpol.2019.110935'
102,cleanup sites,1,'10.1016/j.enpol.2019.110935'
103,groundwater threats,1,'10.1016/j.enpol.2019.110935'
104,hazardous waste,1,'10.1016/j.enpol.2019.110935'
105,impaired water bodies,1,'10.1016/j.enpol.2019.110935'
106,solid waste sites,1,'10.1016/j.enpol.2019.110935'
107,median household income for each census tract,1,'10.1016/j.enpol.2019.110935'
108,solar irradiance,1,'10.1016/j.enpol.2019.110935'
109,median household income,1,'10.1016/j.enpol.2019.110935'
110,electricity rates,1,'10.1016/j.enpol.2019.110935'
111,percentage of disadvantaged communities per area,1,'10.1016/j.enpol.2019.110935'
112,pv installations over time,1,'10.1016/j.enpol.2019.110935'
113,population density,1,'10.1016/j.enpol.2019.110935'
114,housing costs,1,'10.1016/j.enpol.2019.110935'
115,geospatial granularity,1,'10.1016/j.enpol.2019.110935'
116,building conditions,1,'10.1016/j.ecolecon.2022.107456'
117,education level,1,'10.1016/j.ecolecon.2022.107456'
118,carreer field,1,'10.1016/j.ecolecon.2022.107456'
119,percentage of income for energy expenditures,1,'10.1016/j.ecolecon.2022.107456'
120,number of rooms,1,'10.1016/j.ecolecon.2022.107456'
121,heating cost,1,'10.1016/j.ecolecon.2022.107456'
122,safety performance,1,'10.1016/j.ecolecon.2022.107456'
123,income level,1,'10.1016/j.ecolecon.2022.107456'
124,energy subsidy satisfaction,1,'10.1016/j.ecolecon.2022.107456'
125,energy upgrade awareness,1,'10.1016/j.ecolecon.2022.107456'
126,age-adjusted premature mortality,1,'10.3390/ijerph18020620'
127,self-reported health,1,'10.3390/ijerph18020620'
128,life expectancy,1,'10.3390/ijerph18020620'
129,social capital,1,'10.3390/ijerph18020620'
130,environmental quality,1,'10.3390/ijerph18020620'
131,pm2.5 or particulate matter,1,'10.3390/ijerph18020620'
132,income inequality,1,'10.3390/ijerph18020620'
133,inadequate housing,1,'10.3390/ijerph18020620'
134,overcrowded housing,1,'10.3390/ijerph18020620'
135,housing without kitchen or plumbing,1,'10.3390/ijerph18020620'
136,number of associations per capita,1,'10.3390/ijerph18020620'
137,voter turnout,1,'10.3390/ijerph18020620'
138,non-profit organisations without international focus,1,'10.3390/ijerph18020620'
139,percent of non-hispanic back,1,'10.3390/ijerph18020620'
140,healthy food access,1,'10.3390/ijerph18020620'
141,access to physicians,1,'10.3390/ijerph18020620'
142,area median income (ami),1,'10.3390/ijerph18020620'
143,percentage of low- to medium income households,1,'10.3390/ijerph18020620'
144,less than high school education,1,'10.1016/j.ref.2022.02.002'
145,low-income,1,'10.1016/j.ref.2022.02.002'
146,minority,1,'10.1016/j.ref.2022.02.002'
147,air toxics cancer risk,1,'10.1016/j.ref.2022.02.002'
148,air toxics respiratory hazard index,1,'10.1016/j.ref.2022.02.002'
149,diesel particulate matter (pm),1,'10.1016/j.ref.2022.02.002'
150,pm2.5 concentration,1,'10.1016/j.ref.2022.02.002'
151,lead paint indicator,1,'10.1016/j.ref.2022.02.002'
152,proximity to risk management plan facilities,1,'10.1016/j.ref.2022.02.002'
153,proximity to treatment/storage/disposal facilities,1,'10.1016/j.ref.2022.02.002'
154,proximity to national priorities list sites,1,'10.1016/j.ref.2022.02.002'
155,wastewater discharge indicator,1,'10.1016/j.ref.2022.02.002'
156, employment in mining/quarrying/o&g extraction,1,'10.1016/j.ref.2022.02.002'
157,farming-dependent counties,1,'10.1016/j.ref.2022.02.002'
158,persistent-poverty counties,1,'10.1016/j.ref.2022.02.002'
159,rural-urban continuum code,1,'10.1016/j.ref.2022.02.002'
160,technical generation potential for pv and wind,1,'10.1016/j.ref.2022.02.002'
161,levelized cost of energy for pv/wind/geothermal/hydropower,1,'10.1016/j.ref.2022.02.002'
162,capital cost for geothermal/hydropower,1,'10.1016/j.ref.2022.02.002'
163,utility service area,1,'10.1016/j.ref.2022.02.002'
164,cost savings estimates for solar-plus-storage,1,'10.1016/j.ref.2022.02.002'
165,location and orientation of the building,1,'10.1177/1420326X17713071'
166,adaptive comfort,1,'10.1177/1420326X17713071'
167,calculated demand,1,'10.1177/1420326X17713071'
168,clean heating subsidies,1,'10.1016/j.enpol.2021.112205'
169,cost of residents,1,'10.1016/j.enpol.2021.112205'
170,total cost of heating operation,1,'10.1016/j.enpol.2021.112205'
171,heating costs,1,'10.1016/j.enpol.2021.112205'
172,equipment purchase,1,'10.1016/j.enpol.2021.112205'
173,relative risk of particulate matter (pm),1,'10.1016/j.enpol.2021.112205'
174,energy consumption for basic human needs,1,'10.1016/j.erss.2021.102075'
175,resource scarcity eefect on technology cost,1,'10.1016/j.erss.2021.102075'
176,learning effect on cost of technology,1,'10.1016/j.erss.2021.102075'
177,electricity generation technology cost of installed capacity,1,'10.1016/j.erss.2021.102075'
178,electricity and heat prices,1,'10.1016/j.enpol.2021.112265'
179,diesel particulate matter,1,'10.1080/13549839.2021.1916899'
180,ozone,1,'10.1080/13549839.2021.1916899'
181,particulate matter (pm2.5),1,'10.1080/13549839.2021.1916899'
182,asthma hospitalisations,1,'10.1080/13549839.2021.1916899'
183,high school education,1,'10.1080/13549839.2021.1916899'
184,households with no vehicle,1,'10.1080/13549839.2021.1916899'
185,basic energy needs,1,'10.1080/13549839.2021.1916899'
186,number of schools,1,'10.1080/13549839.2021.1916899'
187,number of hospitals,1,'10.1080/13549839.2021.1916899'
188,grocery stores,1,'10.1080/13549839.2021.1916899'
189,number of libraries,1,'10.1080/13549839.2021.1916899'
190,number of churches,1,'10.1080/13549839.2021.1916899'
191,community centres,1,'10.1080/13549839.2021.1916899'
192,parky,1,'10.1080/13549839.2021.1916899'
193,light rails transit stops,1,'10.1080/13549839.2021.1916899'
194,percent poverty,1,'10.1080/13549839.2021.1916899'
195,urban and rural population,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
196,price modifications using equity and equality principles,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
197,region,1,'10.1016/j.jclepro.2019.119626'
198,average wage,1,'10.1016/j.jclepro.2019.119626'
199,capacity requirements,1,'10.1016/j.apenergy.2019.113724'
200,slack to least-cost solution,1,'10.1016/j.apenergy.2019.113724'
201,inequality aversion,1,'10.1007/s10584-017-2094-x'
202,time preference,1,'10.1007/s10584-017-2094-x'
203,catastrophic damages,1,'10.1007/s10584-017-2094-x'
204,intragenerational distribution of damages,1,'10.1007/s10584-017-2094-x'
205,intragenerational abatement costs,1,'10.1007/s10584-017-2094-x'
206,percent of non-white (percent of population in the municipality that is nonwhite),1,'10.1016/j.envsci.2021.04.004'
207,income (median household income value),1,'10.1016/j.envsci.2021.04.004'
208,linguistic isolation (percent of population living in a household where all members age 14+ speak a non-english language and also speak english less than “very well”),1,'10.1016/j.envsci.2021.04.004'
209,education (percent of population age 25+ who did not receive a high school diploma or the equivalent),1,'10.1016/j.envsci.2021.04.004'
210,youth in poverty (percent of population under the age of 5 living below the federal poverty level),1,'10.1016/j.envsci.2021.04.004'
211,elderly in poverty (percent of population over the age of 64 living below the federal poverty level),1,'10.1016/j.envsci.2021.04.004'
