,parameter,count,doi
12,wealth,2,"'10.1016/j.erss.2018.08.005', '10.3390/ijerph18020620'"
13,household size,2,"'10.1016/j.erss.2017.09.035', '10.1002/ente.202000668'"
14,housing burden,2,"'10.1016/j.enpol.2019.110935', '10.1016/j.enpol.2019.110935'"
15,race,2,"'10.1016/j.enpol.2019.110935', '10.3390/ijerph18020620'"
16,ozone concentration,2,"'10.1016/j.ref.2022.02.002', '10.1080/13549839.2021.1916899'"
17,traffic proximity and volume,2,"'10.1016/j.ref.2022.02.002', '10.1080/13549839.2021.1916899'"
18,life expectancy,2,"'10.1002/ente.202000668', '10.3390/ijerph18020620'"
19,energy poverty,2,"'10.3390/ijerph18020620', '10.1080/13549839.2021.1916899'"
20,gender equality,2,"'10.1007/s10098-022-02278-1', '10.1007/s10098-022-02278-1'"
21,occupancy (low,1,'10.1016/j.enbuild.2018.07.010'
22,moderate,1,'10.1016/j.enbuild.2018.07.010'
23,high),1,'10.1016/j.enbuild.2018.07.010'
24,behavioural energy use patterns,1,'10.1016/j.enbuild.2018.07.010'
25,indoor issues (damp,1,'10.1016/j.enbuild.2018.07.010'
26,mold,1,'10.1016/j.enbuild.2018.07.010'
27,condensation),1,'10.1016/j.enbuild.2018.07.010'
28,indoor thermal comfort,1,'10.1016/j.enbuild.2018.07.010'
29,indoor air temperature,1,'10.1016/j.enbuild.2018.07.010'
30,relative humidity,1,'10.1016/j.enbuild.2018.07.010'
31,passive systems,1,'10.1016/j.enpol.2020.111256'
32,building materials,1,'10.1016/j.enpol.2020.111256'
33,ability to find strategies for heating/cooling,1,'10.1016/j.enpol.2020.111256'
34,psychological factors,1,'10.1016/j.enpol.2020.111256'
35,emplyoment status,1,'10.1016/j.enpol.2021.112444'
36,problems to afford housing,1,'10.1016/j.enpol.2021.112444'
37,dampness in dwelling,1,'10.1016/j.enpol.2021.112444'
38,darkness in dwelling,1,'10.1016/j.enpol.2021.112444'
39,ownership,1,'10.1016/j.enpol.2021.112444'
40,place of living (region),1,'10.1016/j.enpol.2021.112444'
41,double glazing,1,'10.1016/j.enpol.2021.112444'
42,single-parent,1,'10.1016/j.enpol.2021.112444'
43,costs of energy,1,'10.1016/j.erss.2018.05.026'
44,inclusion in planning processes,1,'10.1016/j.erss.2018.05.026'
45,profiteers,1,'10.1016/j.erss.2018.05.026'
46,potential energy shortages,1,'10.1016/j.erss.2018.05.026'
47,competitiveness,1,'10.1016/j.erss.2018.05.026'
48,benefit for future generations,1,'10.1016/j.erss.2018.05.026'
49,trust in utilities,1,'10.1016/j.erss.2018.05.026'
50,trust in research/ non-governmental/ nonprofit organizations energy independence,1,'10.1016/j.erss.2018.05.026'
51,employent numbers,1,'10.1016/j.rser.2020.110610'
52,working-age,1,'10.1016/j.rser.2020.110610'
53,employment factor ,1,'10.1016/j.rser.2020.110610'
54,power,1,'10.1016/j.erss.2018.08.005'
55,equity,1,'10.1016/j.erss.2018.08.005'
56,fairness,1,'10.1016/j.erss.2018.08.005'
57,justice,1,'10.1016/j.erss.2018.08.005'
58,privilege and (identify-based) oppression,1,'10.1016/j.erss.2018.08.005'
59,discrimination (intersectional view),1,'10.1016/j.erss.2018.08.005'
60,intersection of ethnicity,1,'10.1016/j.erss.2018.08.005'
61,language,1,'10.1016/j.erss.2018.08.005'
62,transportation and work flexibility,1,'10.1016/j.erss.2018.08.005'
63,documentation status,1,'10.1016/j.erss.2018.08.005'
64,direct or indirect dependence on a company,1,'10.1016/j.erss.2018.08.005'
65,industry etc.,1,'10.1016/j.erss.2018.08.005'
66,class,1,'10.1016/j.erss.2018.08.005'
67,sexuality,1,'10.1016/j.erss.2018.08.005'
68,ability,1,'10.1016/j.erss.2018.08.005'
69,"""developers’ non-recognition of the value of reciprocity among the local population translates into practices that make people feel disrespected and not recognized as equals",1,'https://doi.org/10.1016/j.worlddev.2021.105725'
70,"social discrimination""",1,'https://doi.org/10.1016/j.worlddev.2021.105725'
71,pluriversal technologies: participatory design (co-designing,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
72,co-production,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
73,co-ownership),1,'https://doi.org/10.1016/j.worlddev.2021.105725'
74,hostrical processes of accumuluation by dispossession and colonisalism,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
75,cultural domination,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
76,non-recogition of indigenous identities and disrespect for local customs lead to many conflicts and misunderstandings (incl. non-acceptance) around wind energy projects,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
77,energy efficiency of property,1,'10.1016/j.erss.2017.09.035'
78,needs,1,'10.1016/j.erss.2017.09.035'
79,the flexibility to meet these needs,1,'10.1016/j.erss.2017.09.035'
80,energy-related practices,1,'10.1016/j.erss.2017.09.035'
81,quality of dwelling fabric,1,'10.1016/j.erss.2017.09.035'
82,energy fuel costs,1,'10.1016/j.erss.2017.09.035'
83,energy supply issues,1,'10.1016/j.erss.2017.09.035'
84,stability of household income,1,'10.1016/j.erss.2017.09.035'
85,before housing costs (bhc),1,'10.1016/j.erss.2017.09.035'
86,after housing costs,1,'10.1016/j.erss.2017.09.035'
87,property size,1,'10.1016/j.erss.2017.09.035'
88,fuel mix,1,'10.1016/j.erss.2017.09.035'
89,national income threshold,1,'10.1016/j.erss.2017.09.035'
90,fuel cost threshold,1,'10.1016/j.erss.2017.09.035'
91,technical literacy,1,'10.1016/j.erss.2021.102455'
92,ability to affort appliances,1,'10.1016/j.erss.2021.102455'
93,employment status,1,'10.1016/j.erss.2021.102455'
94,ability to carry higher mental load (time availability),1,'10.1016/j.erss.2021.102455'
95,risk perception,1,'10.1016/j.erss.2021.102455'
96,trust in community,1,'10.1016/j.erss.2021.102455'
97,trust in governance,1,'10.1016/j.erss.2021.102455'
98,trust in private companies,1,'10.1016/j.erss.2021.102455'
99,social connectedness/network,1,'10.1016/j.erss.2021.102455'
100,price instability,1,'10.1016/j.erss.2021.102455'
101,digital vulnerability,1,'10.1016/j.erss.2021.102455'
102,health status,1,'10.1016/j.erss.2021.102455'
103,social housing,1,'10.1007/s10584-019-02521-7'
104,ability to shift demand,1,'10.1007/s10584-019-02521-7'
105,digital literacy,1,'10.1007/s10584-019-02521-7'
106,barriers to participate,1,'10.1007/s10584-019-02521-7'
107,long-term cost for taxpayers,1,'10.1007/s10584-019-02521-7'
108,risk of accidents,1,'10.1007/s10584-019-02521-7'
109,uneven access to subsidies and incentives,1,'10.1007/s10584-019-02521-7'
110,ownership rate based on income,1,'10.1007/s10584-019-02521-7'
111,increase in electricity bills,1,'10.1007/s10584-019-02521-7'
112,efficiency measures based on income,1,'10.1007/s10584-019-02521-7'
113,building efficiency/insulation,1,'10.1007/s10584-019-02521-7'
114,efficient appliances,1,'10.1007/s10584-019-02521-7'
115,retraining,1,'10.1007/s10584-019-02521-7'
116,retraining at higher ages,1,'10.1007/s10584-019-02521-7'
117,limited access to finance,1,'10.1007/s10584-019-02521-7'
118,ability to participate due to housing status,1,'10.1007/s10584-019-02521-7'
119,unsafe working conditions in the supply line,1,'10.1007/s10584-019-02521-7'
120,rate of disconnection,1,'10.1007/s10584-019-02521-7'
121,rate of service disruption,1,'10.1007/s10584-019-02521-7'
122,rising energy costs,1,'10.1007/s10584-019-02521-7'
123, environmental burdens,1,'10.1007/s10584-019-02521-7'
124,energy access,1,'10.1007/s10584-019-02521-7'
125,limited ownership due to income,1,'10.1007/s10584-019-02521-7'
126,(inflexible) consumption patterns,1,'10.1007/s10584-019-02521-7'
127,median us energy burden,1,'10.1016/j.enpol.2019.110935'
128,median low-income household's energy burden,1,'10.1016/j.enpol.2019.110935'
129,bill savings,1,'10.1016/j.enpol.2019.110935'
130,pv rebates,1,'10.1016/j.enpol.2019.110935'
131,pv income tax credits,1,'10.1016/j.enpol.2019.110935'
132,solar resource potential,1,'10.1016/j.enpol.2019.110935'
133,pv costs,1,'10.1016/j.enpol.2019.110935'
134,electricity prices,1,'10.1016/j.enpol.2019.110935'
135,energy insecurity,1,'10.1016/j.enpol.2019.110935'
136,upfront costs,1,'10.1016/j.enpol.2019.110935'
137,lack of access to financial instruments,1,'10.1016/j.enpol.2019.110935'
138,lack of information,1,'10.1016/j.enpol.2019.110935'
139,language barriers,1,'10.1016/j.enpol.2019.110935'
140,behavioral barriers,1,'10.1016/j.enpol.2019.110935'
141,total number of pv installations,1,'10.1016/j.enpol.2019.110935'
142,total installed capacity,1,'10.1016/j.enpol.2019.110935'
143,educational attainment,1,'10.1016/j.enpol.2019.110935'
144,linguistic isolation,1,'10.1016/j.enpol.2019.110935'
145,asthma emergency room visits,1,'10.1016/j.enpol.2019.110935'
146,cardiovascular disease emergency room visits,1,'10.1016/j.enpol.2019.110935'
147,percent low birthweight births,1,'10.1016/j.enpol.2019.110935'
148,ozone concentrations,1,'10.1016/j.enpol.2019.110935'
149,pm2.5 concentrations,1,'10.1016/j.enpol.2019.110935'
150,diesel pm emissions,1,'10.1016/j.enpol.2019.110935'
151,drinking water contamination,1,'10.1016/j.enpol.2019.110935'
152,pesticide use,1,'10.1016/j.enpol.2019.110935'
153,toxic releases,1,'10.1016/j.enpol.2019.110935'
154,traffic density,1,'10.1016/j.enpol.2019.110935'
155,cleanup sites,1,'10.1016/j.enpol.2019.110935'
156,groundwater threats,1,'10.1016/j.enpol.2019.110935'
157,hazardous waste,1,'10.1016/j.enpol.2019.110935'
158,impaired water bodies,1,'10.1016/j.enpol.2019.110935'
159,solid waste sites,1,'10.1016/j.enpol.2019.110935'
160,median household income for each census tract,1,'10.1016/j.enpol.2019.110935'
161,solar irradiance,1,'10.1016/j.enpol.2019.110935'
162,median household income,1,'10.1016/j.enpol.2019.110935'
163,electricity rates,1,'10.1016/j.enpol.2019.110935'
164,percentage of disadvantaged communities per area,1,'10.1016/j.enpol.2019.110935'
165,pv installations over time,1,'10.1016/j.enpol.2019.110935'
166,access to information,1,'10.1016/j.enpol.2019.110935'
167,perception of risk,1,'10.1016/j.enpol.2019.110935'
168,neighborhood effects,1,'10.1016/j.enpol.2019.110935'
169,social diffusion peer effect,1,'10.1016/j.enpol.2019.110935'
170,ethnicity,1,'10.1016/j.enpol.2019.110935'
171,location of fossil fuelled plants,1,'10.1016/j.enpol.2019.110935'
172,housing costs,1,'10.1016/j.enpol.2019.110935'
173,geospatial granularity,1,'10.1016/j.enpol.2019.110935'
174,less than high school education,1,'10.1016/j.ref.2022.02.002'
175,low-income,1,'10.1016/j.ref.2022.02.002'
176,minority,1,'10.1016/j.ref.2022.02.002'
177,air toxics cancer risk,1,'10.1016/j.ref.2022.02.002'
178,air toxics respiratory hazard index,1,'10.1016/j.ref.2022.02.002'
179,diesel particulate matter (pm),1,'10.1016/j.ref.2022.02.002'
180,pm2.5 concentration,1,'10.1016/j.ref.2022.02.002'
181,lead paint indicator,1,'10.1016/j.ref.2022.02.002'
182,proximity to risk management plan facilities,1,'10.1016/j.ref.2022.02.002'
183,proximity to treatment/storage/disposal facilities,1,'10.1016/j.ref.2022.02.002'
184,proximity to national priorities list sites,1,'10.1016/j.ref.2022.02.002'
185,wastewater discharge indicator,1,'10.1016/j.ref.2022.02.002'
186, employment in mining/quarrying/o&g extraction,1,'10.1016/j.ref.2022.02.002'
187,farming-dependent counties,1,'10.1016/j.ref.2022.02.002'
188,persistent-poverty counties,1,'10.1016/j.ref.2022.02.002'
189,rural-urban continuum code,1,'10.1016/j.ref.2022.02.002'
190,technical generation potential for pv and wind,1,'10.1016/j.ref.2022.02.002'
191,levelized cost of energy for pv/wind/geothermal/hydropower,1,'10.1016/j.ref.2022.02.002'
192,capital cost for geothermal/hydropower,1,'10.1016/j.ref.2022.02.002'
193,utility service area,1,'10.1016/j.ref.2022.02.002'
194,cost savings estimates for solar-plus-storage,1,'10.1016/j.ref.2022.02.002'
195,distances from fracking sites to communities,1,'10.1016/j.landusepol.2017.10.021'
196,ecological footprint per capita,1,'10.1016/j.polgeo.2021.102544'
197,availability of the means of energy production,1,'10.1016/j.erss.2021.102075'
198,availability of technologies,1,'10.1016/j.erss.2021.102075'
199,availability of professional expertise,1,'10.1016/j.erss.2021.102075'
200,availability of financial resources,1,'10.1016/j.erss.2021.102075'
201,cost of exploration,1,'10.1016/j.erss.2021.102075'
202,cost of extraction,1,'10.1016/j.erss.2021.102075'
203,power balance,1,'10.1016/j.erss.2021.102075'
204,"decentralized energy systems,",1,'10.1016/j.erss.2021.102075'
205,"equality framework"":"" need"","" fitness"","" desert"","" status"","" and position",1,'https://doi.org/10.1016/j.apenergy.2020.114749'
206,recipients capabilities (fitness),1,'https://doi.org/10.1016/j.apenergy.2020.114749'
207,north-south dependence and excercise of elite power (hegecomic narratives),1,'10.1016/j.gloenvcha.2019.101985'
208,experimentation of elites,1,'10.1016/j.gloenvcha.2019.101985'
209,financialistion (eg use of financia instruments,1,'10.1016/j.gloenvcha.2019.101985'
210,innovations,1,'10.1016/j.gloenvcha.2019.101985'
211,logics) used by elites,1,'10.1016/j.gloenvcha.2019.101985'
212,dispossesion done by (market) elites,1,'10.1016/j.gloenvcha.2019.101985'
213,region,1,'10.1016/j.jclepro.2019.119626'
214,average wage,1,'10.1016/j.jclepro.2019.119626'
215,capacity requirements,1,'10.1016/j.apenergy.2019.113724'
216,exploitable solar pv potential,1,'10.1016/j.apenergy.2019.113724'
217,economic resources,1,'10.1016/j.apenergy.2019.113724'
218,economic growth,1,'10.1016/j.apenergy.2019.113724'
219,income inequality,1,'10.1016/j.apenergy.2019.113724'
220,greenhouse gas reductions,1,'10.1016/j.apenergy.2019.113724'
221,health impacts,1,'10.1016/j.apenergy.2019.113724'
222, slack to least-cost solution,1,'10.1016/j.apenergy.2019.113724'
223,inequality aversion,1,'10.1007/s10584-017-2094-x'
224,time preference,1,'10.1007/s10584-017-2094-x'
225,catastrophic damages,1,'10.1007/s10584-017-2094-x'
226,intragenerational distribution of damages,1,'10.1007/s10584-017-2094-x'
227,intragenerational abatement costs,1,'10.1007/s10584-017-2094-x'
228,location of house (close to environmental disaster,1,'10.1016/j.envsci.2021.04.004'
229,rich/poor neighbourhoods),1,'10.1016/j.envsci.2021.04.004'
230,race/ethnicity,1,'10.1016/j.envsci.2021.04.004'
231,"""%"" non-white (percent of population in the municipality that is nonwhite)",1,'10.1016/j.envsci.2021.04.004'
232,income (median household income value),1,'10.1016/j.envsci.2021.04.004'
233,linguistic isolation (percent of population living in a household where all members age 14+ speak a non-english language and also speak english less than “very well”),1,'10.1016/j.envsci.2021.04.004'
234,education (percent of population age 25+ who did not receive a high school diploma or the equivalent),1,'10.1016/j.envsci.2021.04.004'
235,youth in poverty (percent of population under the age of 5 living below the federal poverty level),1,'10.1016/j.envsci.2021.04.004'
236,elderly in poverty (percent of population over the age of 64 living below the federal poverty level),1,'10.1016/j.envsci.2021.04.004'
237,number of registered domestic biogas digesters,1,'10.1186/s13705-017-0111-6'
238,distance to nearest district headquarters,1,'10.1186/s13705-017-0111-6'
239,share of population made up of women,1,'10.1186/s13705-017-0111-6'
240,number of women in biodigester committee,1,'10.1186/s13705-017-0111-6'
241,share of population categorised as marginalised,1,'10.1186/s13705-017-0111-6'
242,share of households with no household appliances,1,'10.1186/s13705-017-0111-6'
243,distribution of installation efforts (cost,1,'10.1186/s13705-017-0111-6'
244,time),1,'10.1186/s13705-017-0111-6'
245,distribution of maintenance work,1,'10.1186/s13705-017-0111-6'
246,distribution of operational work,1,'10.1186/s13705-017-0111-6'
247,perceived fairness regarding distribution of operational work,1,'10.1186/s13705-017-0111-6'
248,provided training,1,'10.1186/s13705-017-0111-6'
249,hydropower: experience of hydropower projects negative for local population groups,1,'10.1016/j.apenergy.2021.118235'
250,particularly the displaced,1,'10.1016/j.apenergy.2021.118235'
251,it ouroots residents,1,'10.1016/j.apenergy.2021.118235'
252,destroys livelihoods,1,'10.1016/j.apenergy.2021.118235'
253,and fails to provide adequate economic opportunities to the displaced,1,'10.1016/j.apenergy.2021.118235'
254,people los agricultural,1,'10.1016/j.apenergy.2021.118235'
255,forest,1,'10.1016/j.apenergy.2021.118235'
256,and fisihing resources,1,'10.1016/j.apenergy.2021.118235'
257,people are at risk o flooding as areas can be washed away when the dam is fully released,1,'10.1016/j.apenergy.2021.118235'
258,cultural losses to the displaced people who are also cut off from their social netwrks and a variety of capitals,1,'10.1016/j.apenergy.2021.118235'
259,heating cost,1,'10.1016/j.ecolecon.2022.107456'
260,saftey perfomance,1,'10.1016/j.ecolecon.2022.107456'
261,career field,1,'10.1016/j.ecolecon.2022.107456'
262,monthly family income,1,'10.1016/j.ecolecon.2022.107456'
263,energy subsidy satisfaction,1,'10.1016/j.ecolecon.2022.107456'
264,energy upgrade awareness,1,'10.1016/j.ecolecon.2022.107456'
265,number of rooms,1,'10.1016/j.ecolecon.2022.107456'
266,age of housing,1,'10.1016/j.ecolecon.2022.107456'
267,type of housing,1,'10.1016/j.ecolecon.2022.107456'
268,percentage of total expenditures spent on energy,1,'10.1016/j.ecolecon.2022.107456'
269,willingness to change behaviour,1,'10.1016/j.ecolecon.2022.107456'
270,active participation in energy reform,1,'10.1016/j.ecolecon.2022.107456'
271,perceived risks,1,'10.1016/j.ecolecon.2022.107456'
272,education level,1,'10.1016/j.ecolecon.2022.107456'
273,demand elasticity,1,'10.1002/ente.202000668'
274,budget constraints,1,'10.1002/ente.202000668'
275,credit constraints,1,'10.1002/ente.202000668'
276,disposable income,1,'10.1002/ente.202000668'
277,owned assets,1,'10.1002/ente.202000668'
278,accessibility to technologies,1,'10.1002/ente.202000668'
279,change in income,1,'10.1002/ente.202000668'
280,consumption,1,'10.1002/ente.202000668'
281,price changes,1,'10.1002/ente.202000668'
282,productivity,1,'10.1002/ente.202000668'
283,consumption preferences,1,'10.1002/ente.202000668'
284,skills,1,'10.1002/ente.202000668'
285,employment,1,'10.1002/ente.202000668'
286,savings,1,'10.1002/ente.202000668'
287,preference shares,1,'10.1002/ente.202000668'
288,substitution elasticity,1,'10.1002/ente.202000668'
289,wage rate,1,'10.1002/ente.202000668'
290,return rates,1,'10.1002/ente.202000668'
291,credit rationing according to income,1,'10.1002/ente.202000668'
292,building conditions,1,'10.1002/ente.202000668'
293,tenure,1,'10.1002/ente.202000668'
294,age of appliances,1,'10.1002/ente.202000668'
295,building envelope,1,'10.1002/ente.202000668'
296,household condition,1,'10.1002/ente.202000668'
297,dwelling ownership,1,'10.1002/ente.202000668'
298,employment in carbon-intensive industries,1,'10.1002/ente.202000668'
299,labor types (skilled/unskilled),1,'10.1002/ente.202000668'
300,capital endowments,1,'10.1002/ente.202000668'
301,consumption patterns,1,'10.1002/ente.202000668'
302,economic poverty,1,'10.1002/ente.202000668'
303,urban-rural statement,1,'10.1002/ente.202000668'
304,subsidies,1,'10.1002/ente.202000668'
305,air pollution,1,'10.1002/ente.202000668'
306,degree of urbanization,1,'10.1002/ente.202000668'
307,time spent indoors,1,'10.1002/ente.202000668'
308,average room sizes,1,'10.1002/ente.202000668'
309,location of residency,1,'10.1002/ente.202000668'
310,location of place of employment,1,'10.1002/ente.202000668'
311,birth rates,1,'10.1002/ente.202000668'
312,migration,1,'10.1002/ente.202000668'
313,work-loss days,1,'10.1002/ente.202000668'
314,social transfers,1,'10.1002/ente.202000668'
315,social benefits,1,'10.1002/ente.202000668'
316,hours worked,1,'10.1002/ente.202000668'
317,number of children under six,1,'10.1002/ente.202000668'
318,age-adjusted premature mortality,1,'10.3390/ijerph18020620'
319,self-reported health,1,'10.3390/ijerph18020620'
320,social capital,1,'10.3390/ijerph18020620'
321,environmental quality,1,'10.3390/ijerph18020620'
322,public health,1,'10.3390/ijerph18020620'
323,air pollution exposure,1,'10.3390/ijerph18020620'
324,pm2.5 or particulate matter,1,'10.3390/ijerph18020620'
325,risk of mortality from the effects of poor environmental quality,1,'10.3390/ijerph18020620'
326, income inequality,1,'10.3390/ijerph18020620'
327,inadequate housing,1,'10.3390/ijerph18020620'
328,overcrowded housing,1,'10.3390/ijerph18020620'
329,housing without kitchen or plumbing,1,'10.3390/ijerph18020620'
330,number of associations per capita,1,'10.3390/ijerph18020620'
331,voter turnout,1,'10.3390/ijerph18020620'
332,non-profit organisations without international focus,1,'10.3390/ijerph18020620'
333,percent of non-hispanic back,1,'10.3390/ijerph18020620'
334,healthy food access,1,'10.3390/ijerph18020620'
335,access to physicians,1,'10.3390/ijerph18020620'
336,fuel expenditures,1,'10.3390/ijerph18020620'
337,area median income (ami),1,'10.3390/ijerph18020620'
338,distribution of burdens,1,'10.3390/ijerph18020620'
339, percentage of low- to medium income households,1,'10.3390/ijerph18020620'
340,distributional employment impacts: skills and educational level,1,'10.1016/j.enpol.2021.112158'
341,assessment based on distribution by gender,1,'10.1016/j.enpol.2021.112158'
342,education & skill requirement,1,'10.1016/j.enpol.2021.112158'
343,spatial distribution of job gains and losses (inter-regional inequalities),1,'10.1016/j.enpol.2021.112158'
344,local economy and identity,1,'10.1016/j.enpol.2021.112158'
345,land loss/acquisation and compensation,1,'10.1016/j.enpol.2021.112158'
346,closing of thermal power plants and mining and deployment of res,1,'10.1016/j.enpol.2021.112158'
347,resources,1,'10.1016/j.erss.2020.101451'
348,household properties,1,'10.1016/j.erss.2020.101451'
349,spatial distribution of properties,1,'10.1016/j.erss.2020.101451'
350,"distribution of resources among the population,",1,'10.1016/j.erss.2020.101451'
351,energy justice criteria and indicators,1,'10.1109/GHTC46095.2019.9033126'
352,social acceptance,1,'10.1109/GHTC46095.2019.9033126'
353,local participation,1,'10.1109/GHTC46095.2019.9033126'
354,livelihood and cultural heritage protection,1,'10.1109/GHTC46095.2019.9033126'
355,job factor,1,'10.1109/GHTC46095.2019.9033126'
356,economic inflow factors,1,'10.1109/GHTC46095.2019.9033126'
357,labour rights,1,'10.1007/s10098-022-02278-1'
358,child labour,1,'10.1007/s10098-022-02278-1'
359,forced labour,1,'10.1007/s10098-022-02278-1'
360,excessive working time,1,'10.1007/s10098-022-02278-1'
361,wage assessment,1,'10.1007/s10098-022-02278-1'
362,migrant labour,1,'10.1007/s10098-022-02278-1'
363,freedom of association,1,'10.1007/s10098-022-02278-1'
364,labour laws,1,'10.1007/s10098-022-02278-1'
365,injuries,1,'10.1007/s10098-022-02278-1'
366,toxics,1,'10.1007/s10098-022-02278-1'
367,hazards,1,'10.1007/s10098-022-02278-1'
368,human rights,1,'10.1007/s10098-022-02278-1'
369,indigenous rights,1,'10.1007/s10098-022-02278-1'
370,conflicts,1,'10.1007/s10098-022-02278-1'
371,human health,1,'10.1007/s10098-022-02278-1'
372,governance,1,'10.1007/s10098-022-02278-1'
373,legal systems,1,'10.1007/s10098-022-02278-1'
374,corruption,1,'10.1007/s10098-022-02278-1'
375,community infrastructure,1,'10.1007/s10098-022-02278-1'
376,medical facilities,1,'10.1007/s10098-022-02278-1'
377,drinking water,1,'10.1007/s10098-022-02278-1'
378,sanitation,1,'10.1007/s10098-022-02278-1'
379,children education,1,'10.1007/s10098-022-02278-1'
380,degree of social deprivation,1,'10.1007/s10098-022-02278-1'
381,access to potable water,1,'10.1007/s10098-022-02278-1'
382,access to electricity,1,'10.1007/s10098-022-02278-1'
383,electricity price,1,'10.1007/s10098-022-02278-1'
384,affordability,1,'10.1007/s10098-022-02278-1'
385,job creation,1,'10.1007/s10098-022-02278-1'
386,direct permanent jobs,1,'10.1007/s10098-022-02278-1'
387,location and orientation of the building,1,'10.1177/1420326X17713071'
388,adaptive comfort,1,'10.1177/1420326X17713071'
389,calculated demand,1,'10.1177/1420326X17713071'
390,electricity tariff,1,'10.3390/su12155904'
391,natural gas tariff,1,'10.3390/su12155904'
392,access to renewable energies,1,'10.3390/su12155904'
393,new home,1,'10.3390/su12155904'
394,heating degree day,1,'10.3390/su12155904'
395,hours of sunshine,1,'10.3390/su12155904'
396,unemployed,1,'10.3390/su12155904'
397,under 16s and over 65s,1,'10.3390/su12155904'
398,per capita income,1,'10.3390/su12155904'
399,clean heating subsidies,1,'10.1016/j.enpol.2021.112205'
400,cost of residents,1,'10.1016/j.enpol.2021.112205'
401,total cost of heating operation,1,'10.1016/j.enpol.2021.112205'
402,heating costs,1,'10.1016/j.enpol.2021.112205'
403,equipment purchase,1,'10.1016/j.enpol.2021.112205'
404,relative risk of particulate matter (pm),1,'10.1016/j.enpol.2021.112205'
405,electricity and heat prices,1,'10.1016/j.enpol.2021.112265'
406,toxic waste sites,1,'10.1080/13549839.2021.1916899'
407,diesel particulate matter,1,'10.1080/13549839.2021.1916899'
408,ozone,1,'10.1080/13549839.2021.1916899'
409,particulate matter (pm2.5),1,'10.1080/13549839.2021.1916899'
410,asthma hospitalisations,1,'10.1080/13549839.2021.1916899'
411,high school education,1,'10.1080/13549839.2021.1916899'
412,households with no vehicle,1,'10.1080/13549839.2021.1916899'
413,basic energy needs,1,'10.1080/13549839.2021.1916899'
414,number of schools,1,'10.1080/13549839.2021.1916899'
415,number of hospitals,1,'10.1080/13549839.2021.1916899'
416,grocery stores,1,'10.1080/13549839.2021.1916899'
417,number of libraries,1,'10.1080/13549839.2021.1916899'
418,number of churches,1,'10.1080/13549839.2021.1916899'
419,community centres,1,'10.1080/13549839.2021.1916899'
420,parky,1,'10.1080/13549839.2021.1916899'
421,light rails transit stops,1,'10.1080/13549839.2021.1916899'
422,percent poverty,1,'10.1080/13549839.2021.1916899'
