,parameter,count,doi
24,distribution of risks and benefits,1,'10.1016/j.erss.2018.08.005'
25,wealth,1,'10.1016/j.erss.2018.08.005'
26,time and money to influence processes,1,'10.1016/j.erss.2018.08.005'
27,employment for only a small portion of the population,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
28,new tenancy payments that only benefits certain farmers and one-way community benefits enjoyed by local governments have established hierarchies of power that break with reciprocal relationships in these communities,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
29,decline of indigenous traditions,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
30,attitudes towards wind farms as a result of how people (indigenous communties) and the jegemonic worldviews of energy developers are exercised,1,'https://doi.org/10.1016/j.worlddev.2021.105725'
31,social vulnerability,1,'10.1016/j.erss.2017.09.035'
32,lihc (low income high cost),1,'10.1016/j.erss.2017.09.035'
33,10% indicator,1,'10.1016/j.erss.2017.09.035'
34,creation of jobs,1,'10.1007/s10584-019-02521-7'
35,inter-generational shift of costs,1,'10.1007/s10584-019-02521-7'
36,job loss,1,'10.1007/s10584-019-02521-7'
37,concentration of jobs,1,'10.1007/s10584-019-02521-7'
38,impacts on property prices,1,'10.1007/s10584-019-02521-7'
39,need to relocate at job-loss,1,'10.1007/s10584-019-02521-7'
40,burden on households due to industry discounts,1,'10.1007/s10584-019-02521-7'
41,distribution of environmental harms in the supply line,1,'10.1007/s10584-019-02521-7'
42,distribution of the end-of-life burden of technologies,1,'10.1007/s10584-019-02521-7'
43,mental health impacts of fuel poverty,1,'10.1007/s10584-019-02521-7'
44,distribution of economic burdens,1,'10.1007/s10584-019-02521-7'
45,stranded assets,1,'10.1007/s10584-019-02521-7'
46,sharing of revenue,1,'10.1007/s10584-019-02521-7'
47,distribution of subsidies,1,'10.1007/s10584-019-02521-7'
48,health impacts,1,'10.1007/s10584-019-02521-7'
49,installed pv capacity per capita,1,'10.1016/j.enpol.2019.110935'
50,calenviroscreen (ces) score,1,'10.1016/j.enpol.2019.110935'
51,environmental justice (ej) score,1,'10.1016/j.enpol.2019.110935'
52,disadvantaged communities with 5% of highest pollution/exposure or 25% highest ces score (sensitivity plus exposure) precentage of census tracts with certain ces score (sensitivity plus exposure),1,'10.1016/j.enpol.2019.110935'
53,annual rate of solar adoption,1,'10.1016/j.enpol.2019.110935'
54,gap of rate of solar adotion between high- and low-adopters,1,'10.1016/j.enpol.2019.110935'
55,correlation coefficients,1,'10.1016/j.ref.2022.02.002'
56,ground water and drinking water pollution,1,'10.1016/j.landusepol.2017.10.021'
57,wastes and wastewater from fracking,1,'10.1016/j.landusepol.2017.10.021'
58,co4 leakage from fracking,1,'10.1016/j.landusepol.2017.10.021'
59,concentration of methane in drinking water wells,1,'10.1016/j.landusepol.2017.10.021'
60,occurrences of upper respiratory and dermatologic problems,1,'10.1016/j.landusepol.2017.10.021'
61,frequency of seismicitiy in fracking areas,1,'10.1016/j.landusepol.2017.10.021'
62,land cover,1,'10.1016/j.landusepol.2017.10.021'
63,public health effects,1,'10.1016/j.landusepol.2017.10.021'
64,landscape degradation,1,'10.1016/j.landusepol.2017.10.021'
65,environmental pollution,1,'10.1016/j.landusepol.2017.10.021'
66,groundwater consuption,1,'10.1016/j.landusepol.2017.10.021'
67,air pollution,1,'10.1016/j.landusepol.2017.10.021'
68,soil pollution,1,'10.1016/j.landusepol.2017.10.021'
69,revenue distribution,1,'10.1016/j.landusepol.2017.10.021'
70,royalty distribution,1,'10.1016/j.landusepol.2017.10.021'
71, community security,1,'10.1016/j.landusepol.2017.10.021'
72,local education,1,'10.1016/j.landusepol.2017.10.021'
73,land use,1,'10.1016/j.landusepol.2017.10.021'
74,distances from fracking sites to communities,1,'10.1016/j.landusepol.2017.10.021'
75,employment,1,'10.1016/j.landusepol.2017.10.021'
76,landscape change,1,'10.1016/j.polgeo.2021.102544'
77,loss ob biodiversity,1,'10.1016/j.polgeo.2021.102544'
78,noise impact,1,'10.1016/j.polgeo.2021.102544'
79,fine particle concentration,1,'10.1016/j.polgeo.2021.102544'
80,surface and ground water use,1,'10.1016/j.polgeo.2021.102544'
81,waste generation,1,'10.1016/j.polgeo.2021.102544'
82,public health impacts,1,'10.1016/j.polgeo.2021.102544'
83,ecological footprint per capita,1,'10.1016/j.polgeo.2021.102544'
84,carbon emissions,1,'10.1016/j.polgeo.2021.102544'
85,carbon intensiveness of construction,1,'10.1016/j.polgeo.2021.102544'
86,conversion efficiency of appliances,1,'10.1016/j.polgeo.2021.102544'
87,ressource-invensiveness,1,'10.1016/j.polgeo.2021.102544'
88,land use intensiveness,1,'10.1016/j.polgeo.2021.102544'
89,soil hydrology impacts,1,'10.1016/j.polgeo.2021.102544'
90,loss of high-paid jobs,1,'10.1016/j.polgeo.2021.102544'
91,wage degreases,1,'10.1016/j.polgeo.2021.102544'
92,employment effects,1,'10.1016/j.polgeo.2021.102544'
93,migration effects on skilled labour,1,'10.1016/j.polgeo.2021.102544'
94,secondary effects on other industries (tourism/marine shipping/agriculture),1,'10.1016/j.polgeo.2021.102544'
95,socialized economic risks,1,'10.1016/j.polgeo.2021.102544'
96,shifted environmental burdens (eg. into other country),1,'10.1016/j.polgeo.2021.102544'
97,energy independence,1,'10.1016/j.polgeo.2021.102544'
98,security of supply,1,'10.1016/j.polgeo.2021.102544'
99,energy availability,1,'10.1016/j.erss.2021.102075'
100,dependencies between global south and global north (technological,1,'10.1016/j.erss.2021.102075'
101,monetary,1,'10.1016/j.erss.2021.102075'
102,resource,1,'10.1016/j.erss.2021.102075'
103,and institutional),1,'10.1016/j.erss.2021.102075'
104,"community trust,",1,'10.1016/j.erss.2021.102075'
105,cultural and socioeconomic consepuences (of elite power processes),1,'10.1016/j.gloenvcha.2019.101985'
106,who owns land,1,'10.1016/j.gloenvcha.2019.101985'
107,businesses,1,'10.1016/j.gloenvcha.2019.101985'
108,banks,1,'10.1016/j.gloenvcha.2019.101985'
109,who gets what jobs,1,'10.1016/j.gloenvcha.2019.101985'
110,market failure,1,'10.1016/j.gloenvcha.2019.101985'
111,improved health,1,'10.1016/j.gloenvcha.2019.101985'
112,conduits of capital,1,'10.1016/j.gloenvcha.2019.101985'
113,information monopoly (to exlucde marginalize opponents and,1,'10.1016/j.gloenvcha.2019.101985'
114,ultimately collapsemutliple ecosystems),1,'10.1016/j.gloenvcha.2019.101985'
115,financial flows,1,'10.1016/j.gloenvcha.2019.101985'
116,labor change,1,'10.1016/j.jclepro.2019.119626'
117,labor mobility,1,'10.1016/j.jclepro.2019.119626'
118,urbanization rate,1,'10.1016/j.jclepro.2019.119626'
119,change in household income,1,'10.1016/j.jclepro.2019.119626'
120,income gap among urban residents,1,'10.1016/j.jclepro.2019.119626'
121,regional equity by population,1,'10.1016/j.apenergy.2019.113724'
122,environmental externalities,1,'10.1016/j.apenergy.2019.113724'
123,electricity generation per capita,1,'10.1016/j.apenergy.2019.113724'
124,electricity generation per demand,1,'10.1016/j.apenergy.2019.113724'
125,electricity generation costs,1,'10.1016/j.apenergy.2019.113724'
126,investment share,1,'10.1016/j.apenergy.2019.113724'
127,electricity generation cost,1,'10.1016/j.apenergy.2019.113724'
128,regional spillover,1,'10.1016/j.apenergy.2019.113724'
129,regional equity,1,'10.1016/j.apenergy.2019.113724'
130,spatial distribution of electricity generation per demand,1,'10.1016/j.apenergy.2019.113724'
131,carbon price,1,'10.1007/s10584-017-2094-x'
132,inequality aversion,1,'10.1007/s10584-017-2094-x'
133,time preference,1,'10.1007/s10584-017-2094-x'
134,catastrophic damages,1,'10.1007/s10584-017-2094-x'
135,intragenerational distribution of damages,1,'10.1007/s10584-017-2094-x'
136,intragenerational abatement costs,1,'10.1007/s10584-017-2094-x'
137,electricity recovery data,1,'10.1016/j.envsci.2021.04.004'
138,risk of environmental injustice based on demographic and environmental indicators,1,'10.1016/j.envsci.2021.04.004'
139,land acquisation (around the project site): persons whose agricultural land has been acquired,1,'10.1016/j.apenergy.2021.118235'
140,persons who have become landless and houseless,1,'10.1016/j.apenergy.2021.118235'
141,other persons affected,1,'10.1016/j.apenergy.2021.118235'
142,exposure,1,'10.1016/j.ecolecon.2022.107456'
143,senstivitiy,1,'10.1016/j.ecolecon.2022.107456'
144,amount of subsidy per household,1,'10.1016/j.ecolecon.2022.107456'
145, energy vulnerability,1,'10.1016/j.ecolecon.2022.107456'
146,loss of distributive justice,1,'10.1016/j.ecolecon.2022.107456'
147,monetary resource waste,1,'10.1016/j.ecolecon.2022.107456'
148,level of energy poverty,1,'10.1002/ente.202000668'
149,changes in consumption,1,'10.1002/ente.202000668'
150,changes in income level,1,'10.1002/ente.202000668'
151,tax incidence,1,'10.1002/ente.202000668'
152,energy welfare,1,'10.1002/ente.202000668'
153,well-being,1,'10.1002/ente.202000668'
154,cost distribution,1,'10.1002/ente.202000668'
155,price changes for goods,1,'10.1002/ente.202000668'
156,vulnerability,1,'10.1002/ente.202000668'
157,identification of vulnerable groups/regions,1,'10.1002/ente.202000668'
158,energy cost burden,1,'10.1002/ente.202000668'
159,investment needs,1,'10.1002/ente.202000668'
160,energy intensity,1,'10.1002/ente.202000668'
161,employment in carbon-intensive industries,1,'10.1002/ente.202000668'
162,per-household investment costs,1,'10.1002/ente.202000668'
163,economic powerty,1,'10.1002/ente.202000668'
164,social equity,1,'10.1002/ente.202000668'
165,income distribution,1,'10.1002/ente.202000668'
166,energy use,1,'10.1002/ente.202000668'
167,economic growth,1,'10.1002/ente.202000668'
168,emissions,1,'10.1002/ente.202000668'
169,cost for compensation,1,'10.1002/ente.202000668'
170,exposure to environmental risks/hazards ,1,'10.1002/ente.202000668'
171,regression coefficients,1,'10.3390/ijerph18020620'
172,spatial distribution of energy vulnerability,1,'10.3390/ijerph18020620'
173,distributional employment impacts: wages,1,'10.1016/j.enpol.2021.112158'
174,economic inequality,1,'10.1016/j.enpol.2021.112158'
175,spatial distribution,1,'10.1016/j.enpol.2021.112158'
176,job gains and losses,1,'10.1016/j.enpol.2021.112158'
177,land loss/acquisation,1,'10.1016/j.enpol.2021.112158'
178,lost of livelihoods without compensation in the process of setting up new solar power plants,1,'10.1016/j.enpol.2021.112158'
179,energy capabilities,1,'10.1016/j.erss.2020.101451'
180,life and bodily integrity,1,'10.1016/j.erss.2020.101451'
181,emotions,1,'10.1016/j.erss.2020.101451'
182,(senses,1,'10.1016/j.erss.2020.101451'
183,imagination,1,'10.1016/j.erss.2020.101451'
184,and thought),1,'10.1016/j.erss.2020.101451'
185,trust,1,'10.1016/j.erss.2020.101451'
186,(practical reason,1,'10.1016/j.erss.2020.101451'
187,or the imagination of goodness),1,'10.1016/j.erss.2020.101451'
188,affiliation,1,'10.1016/j.erss.2020.101451'
189,ecological connectivity. play,1,'10.1016/j.erss.2020.101451'
190,part a: separateness),1,'10.1016/j.erss.2020.101451'
191,part b: strong separateness),1,'10.1016/j.erss.2020.101451'
192,electrification plan simulation based on a justice-based decision-strategy,1,'10.1109/GHTC46095.2019.9033126'
193,labour rights,1,'10.1007/s10098-022-02278-1'
194,child labour,1,'10.1007/s10098-022-02278-1'
195,forced labour,1,'10.1007/s10098-022-02278-1'
196,excessive working time,1,'10.1007/s10098-022-02278-1'
197,wage assessment,1,'10.1007/s10098-022-02278-1'
198,poverty,1,'10.1007/s10098-022-02278-1'
199,migrant labour,1,'10.1007/s10098-022-02278-1'
200,freedom of association,1,'10.1007/s10098-022-02278-1'
201,unemployment,1,'10.1007/s10098-022-02278-1'
202,labour laws,1,'10.1007/s10098-022-02278-1'
203,health and safety,1,'10.1007/s10098-022-02278-1'
204,injuries,1,'10.1007/s10098-022-02278-1'
205,toxics,1,'10.1007/s10098-022-02278-1'
206,hazards,1,'10.1007/s10098-022-02278-1'
207,human rights,1,'10.1007/s10098-022-02278-1'
208,indigenous rights,1,'10.1007/s10098-022-02278-1'
209,conflicts,1,'10.1007/s10098-022-02278-1'
210,governance,1,'10.1007/s10098-022-02278-1'
211,legal systems,1,'10.1007/s10098-022-02278-1'
212,corruption,1,'10.1007/s10098-022-02278-1'
213,community infrastructure,1,'10.1007/s10098-022-02278-1'
214,medical facilities,1,'10.1007/s10098-022-02278-1'
215,drinking water,1,'10.1007/s10098-022-02278-1'
216,sanitation,1,'10.1007/s10098-022-02278-1'
217,children education,1,'10.1007/s10098-022-02278-1'
218,medium-risk hour (mrh) in terms of labour-hours for a given production rate,1,'10.1007/s10098-022-02278-1'
219,degree of social deprivation,1,'10.1007/s10098-022-02278-1'
220,access to potable water,1,'10.1007/s10098-022-02278-1'
221,access to electricity,1,'10.1007/s10098-022-02278-1'
222,electricity price,1,'10.1007/s10098-022-02278-1'
223,direct permanent jobs,1,'10.1007/s10098-022-02278-1'
224,social impact theme score,1,'10.1007/s10098-022-02278-1'
225,social impact savings,1,'10.1007/s10098-022-02278-1'
226, fuel poverty index,1,'10.1177/1420326X17713071'
227,fuel poverty potential risk index,1,'10.1177/1420326X17713071'
228,household energy vulnerability index (hevi),1,'10.3390/su12155904'
229,heating poverty,1,'10.1016/j.enpol.2021.112205'
230,employ formula,1,'10.1016/j.enpol.2021.112205'
231,health (regarding air pollution),1,'10.1016/j.enpol.2021.112205'
232,health economic benefits,1,'10.1016/j.enpol.2021.112205'
233,indoor temperature,1,'10.1016/j.enpol.2021.112205'
234,environmental sustainability,1,'10.1016/j.enpol.2021.112265'
235,autonomy,1,'10.1016/j.enpol.2021.112265'
236,inclusiveness,1,'10.1016/j.enpol.2021.112265'
237,air pollutants,1,'10.1080/13549839.2021.1916899'
238,asthma hospitalisations,1,'10.1080/13549839.2021.1916899'
239,neighbourhood deficit score (nds),1,'10.1080/13549839.2021.1916899'
240,neighbourhood asset score (nas),1,'10.1080/13549839.2021.1916899'
241,environmental burden,1,'10.1080/13549839.2021.1916899'
242,percent poverty,1,'10.1080/13549839.2021.1916899'
243,level of a pollutant,1,'10.1080/13549839.2021.1916899'
244,social vulnerability index (svi),1,'10.1080/13549839.2021.1916899'
