,parameter,count,doi
68,lived experience,1,'10.1016/j.erss.2021.102455'
69,unconventional energy,1,'10.1186/s13705-017-0111-6'
70,distributive justice,1,'10.1186/s13705-017-0111-6'
71,post-distributive justice,1,'10.1186/s13705-017-0111-6'
72,nepal,1,'10.1186/s13705-017-0111-6'
73,bioenergy,1,'10.1186/s13705-017-0111-6'
74,energy policies,1,'10.1002/ente.202000668'
75,energy system modeling,1,'10.1002/ente.202000668'
76,environmental impacts,1,'10.1002/ente.202000668'
77,general equilibrium modeling,1,'10.1002/ente.202000668'
78,model coupling,1,'10.1002/ente.202000668'
79,rooftop solar,1,'10.1016/j.enpol.2019.110935'
80,photovoltaics,1,'10.1016/j.enpol.2019.110935'
81,calenviroscreen,1,'10.1016/j.enpol.2019.110935'
82,distributed energy resources,1,'10.1016/j.enpol.2019.110935'
83,case studies,1,'10.1016/j.ecolecon.2022.107456'
84,coal-to-gas policy,1,'10.1016/j.ecolecon.2022.107456'
85,distributive injustice,1,'10.1016/j.ecolecon.2022.107456'
86,energy burden,1,'10.3390/ijerph18020620'
87,social capital,1,'10.3390/ijerph18020620'
88,environmental quality,1,'10.3390/ijerph18020620'
89,public health,1,'10.3390/ijerph18020620'
90,social determinants of health,1,'10.3390/ijerph18020620'
91,fracking equity,1,'10.1016/j.landusepol.2017.10.021'
92,land use,1,'10.1016/j.landusepol.2017.10.021'
93,environmental and social justice,1,'10.1016/j.landusepol.2017.10.021'
94,spatial justice,1,'10.1016/j.landusepol.2017.10.021'
95,society and environment,1,'10.1016/j.landusepol.2017.10.021'
96,sustainability transitions,1,'10.1016/j.polgeo.2021.102544'
97,multi-level perspective,1,'10.1016/j.polgeo.2021.102544'
98,whole systems,1,'10.1016/j.polgeo.2021.102544'
99,oil shale,1,'10.1016/j.polgeo.2021.102544'
100,energy futures,1,'10.1016/j.polgeo.2021.102544'
101,energy policy,1,'10.1177/1420326X17713071'
102,pverty index,1,'10.1177/1420326X17713071'
103,adaptive comfort,1,'10.1177/1420326X17713071'
104,clean heating,1,'10.1016/j.enpol.2021.112205'
105,cost-benefit analysis,1,'10.1016/j.enpol.2021.112205'
106,heating poverty,1,'10.1016/j.enpol.2021.112205'
107,air pollution,1,'10.1016/j.enpol.2021.112205'
108,health,1,'10.1016/j.enpol.2021.112205'
109,energy access provision,1,'10.1016/j.erss.2021.102075'
110,socially sustainable energy system narrative,1,'10.1016/j.erss.2021.102075'
111,energy sufficiency,1,'10.1016/j.erss.2021.102075'
112,system dynamics,1,'10.1016/j.erss.2021.102075'
113,energy system modelling,1,'10.1016/j.erss.2021.102075'
114,sustainable heating,1,'10.1016/j.enpol.2021.112265'
115,social acceptance,1,'10.1016/j.enpol.2021.112265'
116,value conflicts,1,'10.1016/j.enpol.2021.112265'
117,value change,1,'10.1016/j.enpol.2021.112265'
118,scenario discovery,1,'10.1016/j.enpol.2021.112265'
119,cumulative impact,1,'10.1080/13549839.2021.1916899'
120,social vulnerability,1,'10.1080/13549839.2021.1916899'
121,asset-based community development,1,'10.1080/13549839.2021.1916899'
122,energy systems modelling,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
123,energy access,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
124,tanzania,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
125,onsset,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
126,gis,1,'https://doi.org/10.1016/j.apenergy.2020.114749'
127,hydraulic fracturing,1,'10.1080/13549839.2020.1786807'
128,shale gas,1,'10.1080/13549839.2020.1786807'
129,risk,1,'10.1080/13549839.2020.1786807'
130,socio-economic vulnerability,1,'10.1080/13549839.2020.1786807'
131,urban building energy,1,'10.1016/j.scs.2021.103647'
132,human health,1,'10.1016/j.scs.2021.103647'
133,exposure to pm2.5 pollution,1,'10.1016/j.scs.2021.103647'
134,natural ventilation,1,'10.1016/j.scs.2021.103647'
135,equity within the built environment,1,'10.1016/j.scs.2021.103647'
136,machine learning,1,'10.1016/j.scs.2021.103647'
137,low-carbon transitions,1,'10.1016/j.gloenvcha.2019.101985'
138,elites,1,'10.1016/j.gloenvcha.2019.101985'
139,power,1,'10.1016/j.gloenvcha.2019.101985'
140,financialisation,1,'10.1016/j.gloenvcha.2019.101985'
141,dispossession,1,'10.1016/j.gloenvcha.2019.101985'
142,experimentation,1,'10.1016/j.gloenvcha.2019.101985'
143,computable general equilibrium (cge),1,'10.1016/j.jclepro.2019.119626'
144,model,1,'10.1016/j.jclepro.2019.119626'
145,ndc targets,1,'10.1016/j.jclepro.2019.119626'
146,labor market,1,'10.1016/j.jclepro.2019.119626'
147,income gap,1,'10.1016/j.jclepro.2019.119626'
148,decentralized renewable electricity generation,1,'10.1016/j.apenergy.2019.113724'
149,spatial modeling,1,'10.1016/j.apenergy.2019.113724'
150,regional equity,1,'10.1016/j.apenergy.2019.113724'
151,solar pv,1,'10.1016/j.apenergy.2019.113724'
152,hurricane maria,1,'10.1016/j.envsci.2021.04.004'
153,puerto rico,1,'10.1016/j.envsci.2021.04.004'
154,environmental justice index,1,'10.1016/j.envsci.2021.04.004'
155,composite indicator,1,'10.3390/su12155904'
156,goal programming,1,'10.3390/su12155904'
157,spanish provinces,1,'10.3390/su12155904'
